StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,CongTime_First Click,CongTime_Last Click,CongTime_Page Submit,CongTime_Click Count,IncongTime_First Click,IncongTime_Last Click,IncongTime_Page Submit,IncongTime_Click Count,NoCueTime_First Click,NoCueTime_Last Click,NoCueTime_Page Submit,NoCueTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,NonexiBucket,NonexiBucketTime_First Click,NonexiBucketTime_Last Click,NonexiBucketTime_Page Submit,NonexiBucketTime_Click Count,NonexiTruck,NonexiTruckTime_First Click,NonexiTruckTime_Last Click,NonexiTruckTime_Page Submit,NonexiTruckTime_Click Count,DenialZupy,DenialZupyTime_First Click,DenialZupyTime_Last Click,DenialZupyTime_Page Submit,DenialZupyTime_Click Count,DenialDaxy,DenialDaxyTime_First Click,DenialDaxyTime_Last Click,DenialDaxyTime_Page Submit,DenialDaxyTime_Click Count,Sha,Bei,StudyGoal,comment,catch,mTurkCode,FL_13_DO,FL_9_DO,WordMeaning_DO
2019-05-31 23:50:24,2019-05-31 23:53:57,IP Address,73.11.106.174,100,213,True,2019-05-31 23:53:58,R_2Vt1hyIQ0jTg2z4,,,,,45.3513946533203125,-122.8567047119140625,anonymous,EN,AHDWS7GSL9Q7C,12.294,12.294,37.48,1,,,,,,,,,Stay away,6.732,6.732,7.947,1,Stay away,5.899,5.899,6.732,1,Bucket,1.266,4.551,5.534,2,Truck,4.861,8.272,10.281,2,Zupy,21.883,25.687,27.876,3,Daxy,6.023,7.766,8.68,2,Yes,No,If people can glean information from non-verbal cues and tone of voice to figure out what a foreign word means.,n/a,Three,942600,Cong,DenialZupy|ProhAway|NonexiTruck|DenialDaxy|ProhTouch|NonexiBucket,Sha|Bei
2019-05-31 23:51:09,2019-05-31 23:54:17,IP Address,73.177.126.243,100,187,True,2019-05-31 23:54:17,R_wT5Q45HfnY3RuM1,,,,,32.4698944091796875,-90.110198974609375,anonymous,EN,A1PAY3X73PQ16S,,,,,,,,,0,0,38.581,0,Stay away,5.377,5.377,6.799,1,Touch it,8.619,8.619,9.906,1,Bucket,5.116,5.116,6.55,1,Truck,6.275,6.275,7.618,1,Zupy,8.345,10.078,11.274,2,Daxy,18.473,18.473,20.153,1,Yes,No,Discovering how people learn language.,No.,Three,71785,NoCue,DenialDaxy|NonexiTruck|DenialZupy|ProhTouch|NonexiBucket|ProhAway,Bei|Sha
2019-05-31 23:50:50,2019-05-31 23:54:24,IP Address,175.139.90.227,100,214,True,2019-05-31 23:54:25,R_2ql0y11x0Oe4e67,,,,,3.1446990966796875,101.700714111328125,anonymous,EN,ARB80JPV0HQ5O,,,,,0,0,41.133,0,,,,,Stay away,1.377,7.018,9.032,2,Touch it,5.065,5.065,6.896,1,Bucket,5.169,5.169,7.194,1,Truck,21.77,26.334,27.011,3,Zupy,5.258,9.727,10.893,4,Daxy,4.493,5.399,6.885,2,yes,no,no idea,,Three,831040,Incong,NonexiTruck|NonexiBucket|DenialZupy|DenialDaxy|ProhAway|ProhTouch,Bei|Sha
2019-05-31 23:48:24,2019-05-31 23:54:52,IP Address,74.82.60.96,100,388,True,2019-05-31 23:54:52,R_1K3VtyMwbQxHxcd,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A2MCPTOJ79IVD3,,,,,,,,,46.216,46.216,47.557,1,Stay away,4.857,12.615,13.982,2,Stay away,37.998,37.998,39.719,1,Bucket,17.589,17.589,18.495,1,Truck,38.044,38.044,40.594,1,Zupy,7.938,8.992,10.62,2,Daxy,16.256,16.256,17.488,1,yes,no,very nice,,Three,68653,NoCue,ProhTouch|NonexiTruck|NonexiBucket|DenialDaxy|DenialZupy|ProhAway,Bei|Sha
2019-05-31 23:51:17,2019-05-31 23:54:58,IP Address,73.55.204.179,100,221,True,2019-05-31 23:54:58,R_31AudrrTipmGDuJ,,,,,29.7971954345703125,-95.32879638671875,anonymous,EN,AZCGF2D7QIO10,0,0,36.046,0,,,,,,,,,Stay away,14.222,14.222,17.902,1,Touch it,5.24,5.24,8.355,1,Bucket,7.544,15.429,16.148,2,Truck,19.953,33.977,36.812,4,Zupy,5.588,5.588,7.217,1,Daxy,10.326,14.51,15.541,2,Yes,No,Seeing if we paid attention to the video.,"It was a unique and interesting study. ",Three,43404,Cong,NonexiTruck|ProhAway|NonexiBucket|DenialDaxy|ProhTouch|DenialZupy,Sha|Bei
2019-05-31 23:49:00,2019-05-31 23:55:39,IP Address,100.0.36.139,100,398,True,2019-05-31 23:55:39,R_1IAabrnPDOADVag,,,,,42.318206787109375,-71.64640045166015625,anonymous,EN,A2C0CP2Q8DUMJD,,,,,,,,,0,0,40.072,0,Stay away,8.964,10.631,12.49,2,Touch it,5.555,5.555,11.16,1,Bucket,6.741,21.261,22.093,2,Truck,4.325,11.268,12.872,2,Zupy,66.397,95.53,97.789,5,Daxy,9.025,12.673,13.64,2,sure,babe,"understanding accents or speech impediments ",What is it about? email shanemg321@verizon.net I would love to hear,Three,34100,NoCue,DenialZupy|DenialDaxy|ProhAway|ProhTouch|NonexiBucket|NonexiTruck,Sha|Bei
2019-05-31 23:51:40,2019-05-31 23:55:45,IP Address,27.109.119.228,100,245,True,2019-05-31 23:55:46,R_WlgItTFEmy93Z73,,,,,11.5583038330078125,104.912109375,anonymous,EN,A1NY3RAROHFMRQ,,,,,,,,,0,0,40.4,0,Stay away,14.846,26.834,27.869,4,Touch it,6.756,6.756,7.733,1,Bucket,13.827,14.706,16.213,2,Truck,11.445,11.445,13.325,1,Zupy,4.731,4.731,6.557,1,Daxy,13.908,13.908,14.828,1,Yes,No,learning a new language,,Three,704119,NoCue,ProhAway|ProhTouch|NonexiBucket|DenialDaxy|NonexiTruck|DenialZupy,Sha|Bei
2019-05-31 23:51:22,2019-05-31 23:56:02,IP Address,184.103.58.11,100,279,True,2019-05-31 23:56:03,R_30uUtxf83bSITGp,,,,,33.8332977294921875,-111.95079803466796875,anonymous,EN,A1798LQEX6JNMU,,,,,0,0,41.449,0,,,,,Stay away,12.985,12.985,14.847,1,Touch it,12.131,12.131,13.529,1,Bucket,17.565,17.565,19.336,1,Truck,5.071,5.071,6.68,1,Zupy,34.799,48.547,50.185,2,Daxy,9.422,12.307,13.424,2,yes,no,ways to learn other languages,,Three,415390,Incong,DenialZupy|ProhAway|NonexiBucket|NonexiTruck|DenialDaxy|ProhTouch,Bei|Sha
2019-05-31 23:47:09,2019-05-31 23:56:05,IP Address,45.4.196.67,100,535,True,2019-05-31 23:56:05,R_3PplumMFg9STbBt,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,A3EMCIKXUDG1QX,48.775,48.775,51.101,1,,,,,,,,,Touch it,9.059,10.916,11.948,2,Stay away,4.134,10.389,11.434,3,Bucket,3.711,6.486,7.627,3,Truck,2.879,43.727,45.934,3,Daxy,1.314,10.895,12.428,2,,1.229,7.13,8.118,2,sha is a letter in the cyrillic,arabic word,it's very funny but nice,"i like this study ",Three,870449,Cong,ProhAway|NonexiTruck|ProhTouch|NonexiBucket|DenialZupy|DenialDaxy,Sha|Bei
2019-05-31 23:48:13,2019-05-31 23:57:01,IP Address,68.7.156.249,100,527,True,2019-05-31 23:57:02,R_DRU2fo2dzpOuvPX,,,,,33.1365966796875,-117.06109619140625,anonymous,EN,A1T6TPNU64ZH9F,,,,,0,0,53.571,0,,,,,Stay away,9.946,9.946,21.826,1,Touch it,13.359,13.359,24.546,1,Bucket,15.949,15.949,32.056,1,Truck,47.524,47.524,52.89,1,Daxy,23.304,23.304,27.787,1,Zupy,64.495,64.846,76.578,2,yes,no,To study how people interpret the meaning of something unfamiliar?,"My sound wasn't adjusted properly when the video began, so I had to quickly fix it. You might want to remind users beforehand. :)",Three,190641,Incong,DenialDaxy|DenialZupy|NonexiTruck|NonexiBucket|ProhTouch|ProhAway,Sha|Bei
2019-05-31 23:54:13,2019-05-31 23:57:13,IP Address,174.224.132.108,100,179,True,2019-05-31 23:57:13,R_p5JA0TYWe3mtHWh,,,,,43.2122955322265625,-77.69950103759765625,anonymous,EN,"A2H8HVANGF4A58 ",0.733,34.285,37.665,4,,,,,,,,,Touch it,0.887,2.781,3.246,3,Stay away,14.186,19.367,22.06,3,Bucket,3.381,24.063,24.931,6,Truck,1.244,4.43,5.065,5,Zupy,1.792,4.284,6.077,2,Daxy,1.545,7.101,8.397,4,Dont touch,"Touch ",Made up language and what words mean,,Three,326418,Cong,NonexiBucket|DenialZupy|DenialDaxy|NonexiTruck|ProhTouch|ProhAway,Sha|Bei
2019-05-31 23:52:41,2019-05-31 23:57:44,IP Address,70.190.40.202,100,302,True,2019-05-31 23:57:44,R_3lK9wvuKUX1KFGe,,,,,33.59820556640625,-112.37239837646484375,anonymous,EN,A15PHH6X35KW38,0,0,44.055,0,,,,,,,,,Stay away,5.247,5.247,6.276,1,Touch it,4.596,9.158,17.239,2,Bucket,27.082,74.54,76.079,3,Truck,5.449,5.449,6.351,1,Zupy,8.965,15.276,16.515,2,Daxy,8.547,10.079,13.847,2,Yes,No,Seeing how quickly people will learn new words.,,Three,339642,Cong,NonexiBucket|DenialDaxy|ProhTouch|NonexiTruck|ProhAway|DenialZupy,Bei|Sha
2019-05-31 23:50:14,2019-05-31 23:58:42,IP Address,64.201.89.11,100,507,True,2019-05-31 23:58:42,R_2SCeVCyH0S0PuUE,,,,,40.0417938232421875,-79.41510009765625,anonymous,EN,A1H5Q9HRH4RPZU,,,,,0,0,40.069,0,,,,,Stay away,4.262,10.982,12.24,2,Touch it,4.691,7.899,8.924,2,Bucket,8.615,8.615,9.378,1,Truck,7.025,8.851,9.941,2,Zupy,11.205,21.923,24.557,3,Daxy,6.748,9.964,10.764,2,yes,no,how we perceive words that sound similar to other words,thanks,Three,514971,Incong,DenialZupy|NonexiBucket|DenialDaxy|ProhTouch|NonexiTruck|ProhAway,Sha|Bei
2019-05-31 23:54:10,2019-05-31 23:58:42,IP Address,69.145.36.155,100,271,True,2019-05-31 23:58:42,R_wM2u52qMKP8aewp,,,,,42.8260955810546875,-106.3896026611328125,anonymous,EN,APEE4S9XXSMGC,5.893,25.29,39.862,2,,,,,,,,,Stay away,7.87,7.87,8.883,1,Touch it,4.922,13.934,15.014,2,Bucket,4.212,16.714,17.403,3,Truck,17.488,22.066,23.762,2,Zupy,21.866,42.76,53.528,4,Daxy,8.352,12.516,13.728,2,yes,no,no clue,,Three,53204,Cong,DenialZupy|ProhTouch|DenialDaxy|NonexiTruck|NonexiBucket|ProhAway,Sha|Bei
2019-05-31 23:53:39,2019-05-31 23:58:50,IP Address,160.2.241.248,100,310,True,2019-05-31 23:58:50,R_2cCvv4wPtyBHE1r,,,,,34.2998046875,-110,anonymous,EN,A3MAAY5R0J0IZD,,,,,40.943,40.943,42.562,1,,,,,Stay away,8.488,12.324,14.155,3,Touch it,5.957,8.399,9.546,3,Bucket,13.666,15.988,17.369,3,Truck,7.29,8.908,10.256,2,Zupy,15.462,40.695,42.646,5,Daxy,5.265,7.862,8.685,3,yes,no,"I think the study is about figuring out the words ""yes"" and ""no"" in another language based on watching a short video.","Good luck with your research! I thought it was weird that in the video, the mom's facial expressions did not match her words. She looked shocked and like she was saying ""no"" when she said ""yes,"" and she was smiling when she said ""no.""",Three,358909,Incong,DenialZupy|ProhAway|NonexiBucket|NonexiTruck|ProhTouch|DenialDaxy,Bei|Sha
2019-05-31 23:51:48,2019-05-31 23:59:07,IP Address,68.192.14.157,100,438,True,2019-05-31 23:59:07,R_2CZcB1wZMoLZAyB,,,,,41.0767974853515625,-73.48529815673828125,anonymous,EN,AN45KLUESX3NY,,,,,0,0,56.86,0,,,,,Stay away,4.76,18.044,19.174,2,Touch it,1.836,4.615,5.901,2,Bucket,1.404,6.933,8.745,3,Truck,5.611,8.637,10.344,3,Zupy,8.143,79.054,79.894,7,Daxy,2.531,9.581,10.246,3,Yes,No,"Learning the meaning of something based off tone and facial expressions. ",Very fun!,Three,55361,Incong,DenialZupy|NonexiBucket|ProhAway|DenialDaxy|ProhTouch|NonexiTruck,Sha|Bei
2019-05-31 23:54:52,2019-05-31 23:59:35,IP Address,108.247.51.142,100,282,True,2019-05-31 23:59:35,R_BV3gtuWkvX0Vqut,,,,,29.97869873046875,-95.584503173828125,anonymous,EN,A1NVF1YLDLF563,,,,,,,,,0,0,43.566,0,Stay away,12.55,15.15,16.101,2,Touch it,4.801,8.655,9.714,3,Bucket,3.494,6.84,6.894,3,Truck,28.177,42.141,43.76,9,Zupy,2.304,6.452,7.233,3,Daxy,4.901,9.012,10.201,3,Yes,No,"Understanding body language and how it relates to spoken language ",,Three,3960,NoCue,NonexiTruck|ProhTouch|DenialDaxy|NonexiBucket|ProhAway|DenialZupy,Bei|Sha
2019-05-31 23:53:35,2019-06-01 00:00:01,IP Address,181.215.139.101,100,386,True,2019-06-01 00:00:01,R_3j1jHbfG9oSKVsx,,,,,41.871002197265625,-87.62889862060546875,anonymous,EN,A20BELAWTME7YN,,,,,,,,,0,0,178.324,0,Stay away,7.989,8.102,9.156,2,Touch it,6.665,6.877,9.288,2,Bucket,44.388,44.507,45.864,2,Truck,6.019,6.245,7.141,2,Zupy,10.836,11.049,12.925,2,Daxy,5.582,5.753,7.774,2,Yes,No,,,Three,280993,NoCue,NonexiBucket|DenialZupy|NonexiTruck|ProhAway|ProhTouch|DenialDaxy,Sha|Bei
2019-05-31 23:53:29,2019-06-01 00:00:08,IP Address,174.230.3.173,100,399,True,2019-06-01 00:00:08,R_Oe9t0jwHI1QaaAN,,,,,42.4604034423828125,-83.45770263671875,anonymous,EN,A1AYWUSULABAXL,,,,,,,,,0,0,48.83,0,Stay away,5.173,10.814,12.625,2,Touch it,17.283,17.283,20.311,1,Bucket,11.799,11.799,13.647,1,Truck,12.035,12.035,14.341,1,Zupy,7.249,9.422,11.314,2,Daxy,7.169,29.089,50.972,2,Yes,No,I'm not sure,,Three,769511,NoCue,ProhTouch|DenialDaxy|NonexiTruck|NonexiBucket|DenialZupy|ProhAway,Bei|Sha
2019-05-31 23:45:37,2019-06-01 00:00:30,IP Address,161.129.69.55,100,893,True,2019-06-01 00:00:30,R_1rABbeC6HBC6PNb,,,,,42.0048065185546875,-87.99539947509765625,anonymous,EN,A1SARGEL5XZ56S,,,,,0,0,47.706,0,,,,,Touch it,10.864,10.864,12.232,1,Stay away,1.412,1.412,2.353,1,Truck,11.648,18.535,20.041,2,Truck,8.599,8.599,9.679,1,Zupy,1.366,1.366,2.468,1,Daxy,1.884,1.884,3.789,1,truck,bucket,academic survey.,very nice this survey.,Three,715974,Incong,NonexiBucket|NonexiTruck|ProhAway|DenialDaxy|ProhTouch|DenialZupy,Sha|Bei
2019-05-31 23:54:40,2019-06-01 00:00:59,IP Address,188.170.75.213,100,379,True,2019-06-01 00:01:00,R_3kAHuL9f34VD5wO,,,,,59.898101806640625,30.26190185546875,anonymous,EN,A3AELT3Y5E6X7U,,,,,,,,,0,0,97.442,0,Touch it,8.064,8.064,9.322,1,Touch it,2.169,12.894,15.048,3,Bucket,8.764,8.764,10.041,1,Truck,7.87,7.87,9.565,1,Daxy,2.947,2.947,4.214,1,Zupy,11.339,15.166,17.777,2,yes,no,don't know,"disgusting creepy voices ewwwwwww. ",Three,693245,NoCue,ProhAway|ProhTouch|DenialDaxy|NonexiBucket|NonexiTruck|DenialZupy,Bei|Sha
2019-05-31 23:56:22,2019-06-01 00:01:33,IP Address,184.59.118.148,100,310,True,2019-06-01 00:01:34,R_22z6PAfDLtFamwC,,,,,39.8285064697265625,-84.20240020751953125,anonymous,EN,A2V68VOW02OWI1,,,,,,,,,0,0,48.679,0,Touch it,6.32,7.28,8.134,2,Stay away,9.188,9.188,10.64,1,Truck,2.773,3.796,4.516,2,Truck,32.596,32.596,41.768,1,Zupy,4.057,23.222,23.526,6,Zupy,1.837,5.387,6.935,2,Zupy,Zupy,This survey is very interesting,This survey is very good,Three,130461,NoCue,DenialZupy|ProhTouch|DenialDaxy|NonexiTruck|ProhAway|NonexiBucket,Sha|Bei
2019-05-31 23:46:46,2019-06-01 00:02:55,IP Address,77.111.247.27,100,969,True,2019-06-01 00:02:56,R_10JhRanHzhDijm2,,,,,47,8,anonymous,EN,ANV75AMJKCE7,0,0,106.137,0,,,,,,,,,Stay away,9.77,10.978,12.064,2,Touch it,20.036,23.516,34.317,2,Bucket,12.919,12.919,13.889,1,Truck,15.179,76.522,77.649,3,Zupy,8.119,447.981,451.569,8,Daxy,6.687,11.31,13.997,2,Yes,No,Learning from videos.,No.,Three,855651,Cong,NonexiTruck|DenialDaxy|NonexiBucket|ProhTouch|DenialZupy|ProhAway,Bei|Sha
2019-05-31 23:50:29,2019-06-01 00:03:03,IP Address,66.8.238.209,100,753,True,2019-06-01 00:03:04,R_ZCqy4levMzSKxwd,,,,,21.28900146484375,-157.80279541015625,anonymous,EN,A1I7H6RDJS4EKN,0,0,174.434,0,,,,,,,,,Touch it,23.381,23.381,26.647,1,Stay away,27.759,75.031,76.872,2,Truck,24.416,24.416,27.399,1,Bucket,27.55,27.55,30.642,1,Daxy,11.784,22.345,23.892,3,Zupy,11.454,22.368,41.719,2,no,yes,something to do with focus?,no,Three,907852,Cong,ProhTouch|ProhAway|DenialDaxy|NonexiTruck|NonexiBucket|DenialZupy,Bei|Sha
2019-05-31 23:51:36,2019-06-01 00:03:15,IP Address,173.173.161.231,100,699,True,2019-06-01 00:03:15,R_2fq9r344Cbq4rTQ,,,,,26.394195556640625,-98.81040191650390625,anonymous,EN,A3FLM7IX6UGVPX,26.322,51.537,64.482,2,,,,,,,,,Stay away,5.476,5.476,7.826,1,Touch it,4.746,4.746,6.007,1,Bucket,6.362,8.989,9.822,2,Truck,13.634,20.977,22.35,2,Zupy,151.992,155.357,156.259,3,Daxy,4.579,4.579,5.389,1,Yes,No,To find out whether people can figure out what certain words mean in a different language by watching a video with facial expressions.,,Three,252693,Cong,NonexiTruck|NonexiBucket|DenialZupy|ProhTouch|DenialDaxy|ProhAway,Sha|Bei
2019-05-31 23:58:03,2019-06-01 00:03:55,IP Address,70.118.246.32,100,351,True,2019-06-01 00:03:55,R_zfmEXMwHgUa9NQJ,,,,,39.0352935791015625,-94.46360015869140625,anonymous,EN,A2UF2FRGVW4T89,,,,,0,0,47.586,0,,,,,Touch it,8.438,9.686,11.191,2,Stay away,7.346,7.346,9.058,1,Truck,32.517,41.197,42.981,2,Bucket,5.956,5.956,8.604,1,Daxy,8.811,9.586,11.292,2,Zupy,6.768,7.696,8.912,2,no,yes,I have no idea.,no,Three,179227,Incong,NonexiBucket|ProhAway|DenialZupy|DenialDaxy|ProhTouch|NonexiTruck,Sha|Bei
2019-06-01 00:00:03,2019-06-01 00:04:03,IP Address,69.145.57.18,100,239,True,2019-06-01 00:04:03,R_31dEavc6o1DRZ6L,,,,,45.66839599609375,-111.2422027587890625,anonymous,EN,A3T5U0KEY12F2G,0,0,41.886,0,,,,,,,,,Stay away,17.326,17.326,18.996,1,Touch it,9.776,9.776,11.505,1,Bucket,24.173,29.061,30.879,2,Truck,7.932,7.932,9.913,1,Zupy,10.512,10.512,11.515,1,Daxy,8.876,8.876,9.943,1,Yes,No,Not sure...,,Three,925231,Cong,NonexiBucket|ProhAway|ProhTouch|NonexiTruck|DenialZupy|DenialDaxy,Sha|Bei
2019-05-31 23:53:44,2019-06-01 00:04:38,IP Address,98.156.243.130,100,654,True,2019-06-01 00:04:39,R_yKESnhMNaZytluN,,,,,31.66290283203125,-106.1371002197265625,anonymous,EN,A1AD0XP7UTCMY2,,,,,42.388,42.388,43.842,1,,,,,Stay away,6.811,12.161,14.48,3,Touch it,5.719,14.02,15.282,2,Truck,6.545,13.045,13.897,6,Bucket,10.495,20.78,21.458,6,Zupy,3.283,62.587,65.315,28,Daxy,4.867,23.07,24.947,7,Yes,No,How people understand meanings through sounds,The study became confusing at the end. I am not sure if my browser was missing information as there was a part where I only saw the mom respond (please click the triangle). I never saw a triangle which confused me a lot.,Three,511724,Incong,ProhAway|DenialZupy|DenialDaxy|NonexiTruck|ProhTouch|NonexiBucket,Bei|Sha
2019-05-31 23:47:53,2019-06-01 00:08:43,IP Address,99.65.161.92,100,1250,True,2019-06-01 00:08:44,R_2395lOyZuCK5qAe,,,,,42.3695068359375,-83.476898193359375,anonymous,EN,A3BN7XW16OPEP3,,,,,,,,,7.623,21.975,38.807,3,Stay away,8.418,9.993,11.078,2,Stay away,5.794,8.237,9.25,2,Truck,4.976,10.995,12.086,3,Bucket,1.784,11.374,12.377,3,Daxy,5.659,28.467,29.398,4,Zupy,5.118,7.552,9.331,2,no,yes,language perceptions,no,Three,859569,NoCue,DenialZupy|NonexiTruck|ProhTouch|DenialDaxy|NonexiBucket|ProhAway,Bei|Sha
2019-06-01 00:00:47,2019-06-01 00:10:11,IP Address,173.89.218.239,100,564,True,2019-06-01 00:10:11,R_1CHnyqQFmomWuvg,,,,,39.958099365234375,-82.80680084228515625,anonymous,EN,A15XZ36IPGYY2N,,,,,0,0,77.34,0,,,,,Touch it,77.709,77.709,78.748,1,Touch it,66.731,68.802,70.287,2,Truck,7.803,9.561,12.229,2,Truck,28.762,124.648,127.282,3,Zupy,2.282,2.282,3.69,1,Zupy,3.1,3.1,4.849,1,zupy,zupy,Intresting,Excellent,Three,959383,Incong,NonexiTruck|DenialDaxy|ProhTouch|NonexiBucket|ProhAway|DenialZupy,Sha|Bei
