StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,CongTime_First Click,CongTime_Last Click,CongTime_Page Submit,CongTime_Click Count,IncongTime_First Click,IncongTime_Last Click,IncongTime_Page Submit,IncongTime_Click Count,NoCueTime_First Click,NoCueTime_Last Click,NoCueTime_Page Submit,NoCueTime_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTruck,NonexiTruckTime_First Click,NonexiTruckTime_Last Click,NonexiTruckTime_Page Submit,NonexiTruckTime_Click Count,NonexiBucket,NonexiBucketTime_First Click,NonexiBucketTime_Last Click,NonexiBucketTime_Page Submit,NonexiBucketTime_Click Count,DenialDaxy,DenialDaxyTime_First Click,DenialDaxyTime_Last Click,DenialDaxyTime_Page Submit,DenialDaxyTime_Click Count,DenialZupy,DenialZupyTime_First Click,DenialZupyTime_Last Click,DenialZupyTime_Page Submit,DenialZupyTime_Click Count,Sha,Bei,StudyGoal,comment,catch,mTurkCode,FL_13_DO,FL_9_DO,WordMeaning_DO
2019-05-31 20:57:37,2019-05-31 21:01:13,IP Address,174.64.8.189,100,215,True,2019-05-31 21:01:13,R_1r0120S8aihTdVg,,,,,30.404205322265625,-91.143096923828125,anonymous,EN,A1FYMTQ3YSEOQ9,,,,,0,0,74.115,0,,,,,Touch it,4.652,4.652,5.432,1,Stay away,7.496,10.863,11.882,2,Truck,3.935,3.935,5.335,1,Bucket,16.219,16.219,17,1,Daxy,8.398,8.398,9.041,1,Zupy,4.538,4.538,5.323,1,It is not there.,It is there.,Learning through videos,,Three,937436,Incong,ProhAway|NonexiTruck|DenialDaxy|ProhTouch|DenialZupy|NonexiBucket,Sha|Bei
2019-05-31 20:57:09,2019-05-31 21:01:17,IP Address,75.140.147.115,100,248,True,2019-05-31 21:01:17,R_3LZ3nCAnWEFlCZa,,,,,35.166107177734375,-120.4651031494140625,anonymous,EN,A1IBMP9R17ORZB,,,,,0,0,39.9,0,,,,,Touch it,19.867,19.867,20.834,1,Touch it,5.497,5.497,6.541,1,Bucket,14.551,14.551,15.493,1,Bucket,13.799,13.799,14.846,1,Zupy,26.696,30.519,31.515,2,Zupy,4.3,4.3,5.41,1,Yes,No,Trying to figure out another language with context clues,,Three,239782,Incong,DenialDaxy|NonexiBucket|DenialZupy|NonexiTruck|ProhTouch|ProhAway,Bei|Sha
2019-05-31 20:56:39,2019-05-31 21:01:26,IP Address,98.151.192.68,100,287,True,2019-05-31 21:01:27,R_1JOprUtzPtKYQC6,,,,,20.0081024169921875,-155.7052001953125,anonymous,EN,A5TI9UQEPLNWI,0,0,44.248,0,,,,,,,,,Stay away,8.057,11.895,13.556,3,Touch it,6.358,11.71,13.065,2,Bucket,9.506,14.759,16.374,3,Truck,9.809,17.616,23.279,2,Zupy,23.827,26.601,30.398,3,Daxy,11.581,14.029,15.857,3,yes,no,no idea,,Three,62336,Cong,DenialDaxy|DenialZupy|NonexiTruck|ProhTouch|NonexiBucket|ProhAway,Bei|Sha
2019-05-31 20:56:36,2019-05-31 21:01:31,IP Address,72.14.10.39,100,295,True,2019-05-31 21:01:31,R_2CfCBekWhETVeA4,,,,,36.87640380859375,-94.8719024658203125,anonymous,EN,A1WB6RPYK8VPLK,25.627,25.627,42.288,1,,,,,,,,,Touch it,0.79,17.075,20.149,4,Stay away,1.035,8.978,12.084,3,Truck,7.388,23.788,26.885,3,Bucket,8.161,12.648,13.829,2,Daxy,0.796,11.628,14.322,3,Zupy,1.31,29.634,33.008,4,no,yes,Determining meaning of words in a language you don't know by the way they are said,,Three,809361,Cong,DenialZupy|NonexiTruck|ProhTouch|NonexiBucket|ProhAway|DenialDaxy,Bei|Sha
2019-05-31 20:57:17,2019-05-31 21:01:32,IP Address,98.148.186.52,100,254,True,2019-05-31 21:01:33,R_1Ii8QgJ1DGts83q,,,,,33.884002685546875,-117.89410400390625,anonymous,EN,A2ALC6VYJ87XR1,,,,,,,,,0,0,40.647,0,Touch it,9.707,10.75,12.274,2,Stay away,6.942,6.942,8.046,1,Truck,27.655,27.655,28.964,1,Bucket,9.181,13.443,14.905,2,Daxy,6.771,8.31,9.596,2,Zupy,12.827,12.827,15.056,1,No,Yes,To learn languages visually and by hearing,,Three,456956,NoCue,NonexiTruck|NonexiBucket|DenialZupy|ProhAway|ProhTouch|DenialDaxy,Sha|Bei
2019-05-31 20:56:20,2019-05-31 21:01:52,IP Address,67.222.247.176,100,331,True,2019-05-31 21:01:52,R_2UWKGoyyEwK4v77,,,,,34.131195068359375,-81.3318023681640625,anonymous,EN,AJFOK0LKHA8KH,50.353,50.353,51.576,1,,,,,,,,,Touch it,8.5,12.141,13.524,4,Stay away,12.052,15.58,16.642,3,Truck,10.111,12.239,13.264,3,Bucket,5.148,6.692,8.362,2,Daxy,12.678,31.605,32.765,4,Zupy,8.554,9.53,10.866,2,no,yes,how people learn the meaning of words ?,no,Three,531031,Cong,DenialDaxy|DenialZupy|ProhTouch|ProhAway|NonexiTruck|NonexiBucket,Bei|Sha
2019-05-31 20:57:32,2019-05-31 21:01:55,IP Address,73.155.225.115,100,263,True,2019-05-31 21:01:56,R_RbqGqMjkXNYR7eF,,,,,29.811798095703125,-95.50879669189453125,anonymous,EN,A29IGBZ9R3C59H,0,0,46.7,0,,,,,,,,,Stay away,16.282,16.282,17.42,1,Touch it,9.772,9.772,11.081,1,Bucket,5.76,6.607,7.482,2,Truck,7.875,9.76,11.741,2,Zupy,4.976,7.76,8.785,2,Daxy,15.49,38.6,39.591,3,YES,NO,not sure,,Three,188518,Cong,DenialZupy|NonexiBucket|ProhTouch|ProhAway|NonexiTruck|DenialDaxy,Bei|Sha
2019-05-31 20:57:23,2019-05-31 21:01:57,IP Address,73.246.219.147,100,274,True,2019-05-31 21:01:58,R_2VDPHfYFnBfSFTv,,,,,41.5543975830078125,-87.5010986328125,anonymous,EN,A12NO2MNOIREXA,,,,,,,,,0,0,43.4,0,Touch it,7.593,7.593,9.161,1,Stay away,7.961,9.502,12.053,2,Truck,5.95,9.049,16.279,2,Bucket,6.776,8.68,10.948,2,Daxy,13.086,28.15,29.705,3,Zupy,7.199,10.776,12.169,3,yes,no,This study was about how we learn language with limited information.,I enjoyed working on this study.,Three,402351,NoCue,DenialDaxy|DenialZupy|NonexiTruck|ProhAway|ProhTouch|NonexiBucket,Bei|Sha
2019-05-31 20:57:44,2019-05-31 21:02:05,IP Address,73.238.204.244,100,261,True,2019-05-31 21:02:05,R_1qX6Ek1p5esNTOE,,,,,43.0110015869140625,-71.45709991455078125,anonymous,EN,A25BIW64BQI12Y,,,,,,,,,0,0,39.215,0,Touch it,10.819,23.951,25.642,3,Stay away,9.459,9.459,10.946,1,Truck,6.388,8.272,11.705,2,Bucket,8.022,11.441,14.573,3,Daxy,34.196,35.78,37.122,2,Zupy,8.103,15.857,17.477,2,no,yes,learning second languages,,Three,886706,NoCue,DenialDaxy|ProhTouch|ProhAway|DenialZupy|NonexiBucket|NonexiTruck,Bei|Sha
2019-05-31 20:57:18,2019-05-31 21:02:10,IP Address,107.190.199.247,100,292,True,2019-05-31 21:02:11,R_2SkrKH2VdmVlq1B,,,,,34.4958953857421875,-86.259002685546875,anonymous,EN,A59L67EZKMC3V,0,0,70.136,0,,,,,,,,,Touch it,8.974,8.974,9.926,1,Stay away,6.27,6.27,7.863,1,Truck,10.697,15.689,17.012,3,Bucket,4.512,5.034,6.363,2,Daxy,8.208,20.262,22.376,2,Zupy,6.05,7.859,9.128,2,No,Yes,if people can figure out basic commands (yes and no) without speaking a foreign language,,Three,506762,Cong,DenialDaxy|DenialZupy|ProhAway|ProhTouch|NonexiTruck|NonexiBucket,Bei|Sha
2019-05-31 20:57:45,2019-05-31 21:02:22,IP Address,67.251.135.73,100,276,True,2019-05-31 21:02:22,R_2whJ2Daz7GZDcor,,,,,41.615997314453125,-74.14389801025390625,anonymous,EN," A13JMFIKC0UKYS",,,,,,,,,0,0,48.133,0,Touch it,7.434,9.68,11.589,2,Stay away,16.498,16.498,17.407,1,Truck,29.988,52.549,54.278,4,Bucket,7.424,10.549,12.633,2,Zupy,8.253,14.956,17.243,2,Daxy,4.086,6.284,7.263,2,No,Yes,I think this study is about communication.,,Three,931332,NoCue,NonexiTruck|ProhTouch|DenialDaxy|ProhAway|NonexiBucket|DenialZupy,Bei|Sha
2019-05-31 20:59:10,2019-05-31 21:02:32,IP Address,162.193.23.43,100,202,True,2019-05-31 21:02:33,R_2PBxBxuClF4zFe0,,,,,29.700897216796875,-95.5885009765625,anonymous,EN,A1ATL3G98SFW4V,,,,,3.84,12.996,39.503,2,,,,,Stay away,7.893,14.931,16.049,2,Touch it,4.492,4.492,5.524,1,Bucket,3.932,4.792,5.452,2,Truck,3.347,5.452,7.691,3,Zupy,14.067,23.456,27.783,2,Daxy,4.352,4.352,7.9,1,yes,no,"It is about learning different languages ",No,Three,921517,Incong,DenialDaxy|DenialZupy|ProhTouch|NonexiBucket|NonexiTruck|ProhAway,Sha|Bei
2019-05-31 20:54:44,2019-05-31 21:02:43,IP Address,73.185.223.176,100,478,True,2019-05-31 21:02:43,R_C3MEbf2XQzKvEQx,,,,,39.0749969482421875,-94.44989776611328125,anonymous,EN,AX8X8S8PO81CB,62.361,90.803,119.775,3,,,,,,,,,Touch it,4.685,4.685,6.469,1,Stay away,4.405,4.405,6.426,1,Truck,2.281,2.281,3.589,1,Truck,4.621,4.621,5.949,1,Zupy,9.088,11.161,12.824,2,Zupy,17.668,48.818,50.567,5,correct,wrong,it is about watching videos to learn,it is interesting,Three,393006,Cong,DenialZupy|ProhAway|NonexiTruck|ProhTouch|DenialDaxy|NonexiBucket,Sha|Bei
2019-05-31 20:59:28,2019-05-31 21:02:50,IP Address,209.251.131.162,100,202,True,2019-05-31 21:02:51,R_2YhaVE5PWt5vnwV,,,,,29.648895263671875,-82.3249969482421875,anonymous,EN,A1JL8N1PWIFDH2,,,,,43.197,43.197,44.216,1,,,,,Stay away,7.339,8.509,9.929,2,Touch it,7.204,10.549,11.398,3,Bucket,6.121,12.338,13.134,5,Truck,23.115,29.099,30.025,3,Zupy,4.461,8.867,9.849,4,Daxy,20.76,21.844,22.979,2,yes,no,,,Three,419412,Incong,DenialZupy|NonexiBucket|ProhAway|NonexiTruck|DenialDaxy|ProhTouch,Sha|Bei
2019-05-31 20:58:32,2019-05-31 21:02:54,IP Address,216.254.252.163,100,261,True,2019-05-31 21:02:54,R_1I6PIbnOCEoaaZl,,,,,43.5229034423828125,-96.78600311279296875,anonymous,EN,A3TF0TA67EBKBE,,,,,,,,,30.21,30.21,60.486,1,Touch it,9.811,17.402,18.574,3,Stay away,3.93,8.569,9.272,2,Truck,2.74,3.837,5.188,2,Bucket,3.612,3.612,4.243,1,Daxy,5.845,9.637,11.677,2,Zupy,4.452,5.844,8.16,2,No,Yes,Figuring out the meaning of foreign words,,Three,262088,NoCue,ProhTouch|DenialDaxy|ProhAway|NonexiTruck|NonexiBucket|DenialZupy,Sha|Bei
2019-05-31 20:56:10,2019-05-31 21:03:37,IP Address,170.75.149.139,100,447,True,2019-05-31 21:03:37,R_2TFqgQFb5jmwfJz,,,,,33.8336029052734375,-84.37969970703125,anonymous,EN,A26VFMS3M1XWSX,,,,,,,,,3.245,3.245,43.636,1,Touch it,15.806,29.565,56.194,3,Touch it,2.225,19.986,21.954,4,Truck,38.612,39.132,42.219,2,Truck,2.855,76.515,80.084,6,Zupy,10.524,11.864,15.234,2,Daxy,8.067,10.527,11.496,2,Right,Daxy,Nice study,No,Three,430513,NoCue,NonexiBucket|ProhTouch|NonexiTruck|ProhAway|DenialDaxy|DenialZupy,Bei|Sha
2019-05-31 20:57:21,2019-05-31 21:03:50,IP Address,50.49.137.83,100,389,True,2019-05-31 21:03:51,R_x47MuZJ3pKj7Ffz,,,,,43.14520263671875,-77.54949951171875,anonymous,EN,A3PGS1Q1XAY79I,0,0,47.431,0,,,,,,,,,Touch it,13.23,13.23,14.96,1,Stay away,15.271,15.271,18.851,1,Truck,9.102,9.102,12.012,1,Bucket,13.231,13.231,14.449,1,Daxy,39.163,39.163,49.019,1,Zupy,8.509,8.509,11.576,1,No,Yes,Associative process for learning a new language based on observed experience.,Quite interesting!,Three,764966,Cong,DenialDaxy|ProhAway|DenialZupy|NonexiBucket|NonexiTruck|ProhTouch,Sha|Bei
2019-05-31 20:59:06,2019-05-31 21:04:03,IP Address,73.61.209.90,100,296,True,2019-05-31 21:04:03,R_sM3qv24YRQfg48N,,,,,42.5944976806640625,-71.3571014404296875,anonymous,EN,A1Y4C2TYJFRF1G,1.631,14.667,43.329,2,,,,,,,,,Stay away,0.609,17.554,19.283,5,Stay away,16.265,17.352,21.429,2,Bucket,0.645,16.415,17.376,3,Bucket,0.496,12.741,13.598,3,Zupy,0.182,10.739,11.712,3,Zupy,0.623,37.427,38.608,4,yes,no,interpreting language,no,Three,485324,Cong,ProhAway|DenialZupy|NonexiTruck|ProhTouch|NonexiBucket|DenialDaxy,Sha|Bei
2019-05-31 20:57:27,2019-05-31 21:04:06,IP Address,76.245.205.64,100,399,True,2019-05-31 21:04:07,R_0lHn2n3VxkjqoXn,,,,,42.4441986083984375,-87.838897705078125,anonymous,EN,A619H7V0NYRNE,,,,,82.637,82.637,84.703,1,,,,,Touch it,6.8,8.915,12.792,3,Stay away,19.829,49.296,49.784,3,Truck,7.864,10.968,11.902,4,Bucket,2.88,21.236,22.39,6,Daxy,14.796,75.75,76.732,7,Zupy,4.694,7.223,7.933,3,No,Yes,"About learning languages and linking them to the tone of voice ""mom"" is using",,Three,706243,Incong,ProhAway|DenialDaxy|DenialZupy|NonexiBucket|NonexiTruck|ProhTouch,Sha|Bei
2019-05-31 20:57:03,2019-05-31 21:04:19,IP Address,98.228.168.165,100,435,True,2019-05-31 21:04:19,R_2wKzUYm2m9OY82b,,,,,42.036407470703125,-88.32399749755859375,anonymous,EN,A1EBGT2XCCRE95,0,0,43.482,0,,,,,,,,,Touch it,13.623,22.008,22.601,3,Stay away,3.328,11.597,12.549,2,Truck,7.758,10.651,12.97,2,Bucket,3.527,5.827,10.298,2,Daxy,2.783,16.714,17.958,2,Zupy,1.367,6.86,7.888,3,No,Yes,"The ability to understand others not just through language, but through expressions.",Expressions and body language are good alternatives to communicate.,Three,39237,Cong,ProhTouch|ProhAway|DenialDaxy|NonexiTruck|NonexiBucket|DenialZupy,Bei|Sha
2019-05-31 21:02:08,2019-05-31 21:04:47,IP Address,65.78.71.195,100,158,True,2019-05-31 21:04:47,R_3PHS82praAgxjWZ,,,,,40.65679931640625,-75.39119720458984375,anonymous,EN,A2HHSS15OIDP46,,,,,15.866,20.505,38.852,2,,,,,Stay away,6.405,6.405,8.113,1,Touch it,12.097,14.752,15.701,2,Bucket,4.094,6.069,6.788,2,Truck,5.116,5.116,6.322,1,Zupy,4.233,6.592,7.534,3,Daxy,4.747,7.663,8.521,2,yes,no,Determining how children learn speech,No,Three,1955,Incong,ProhAway|NonexiBucket|DenialZupy|DenialDaxy|ProhTouch|NonexiTruck,Sha|Bei
2019-05-31 20:57:30,2019-05-31 21:04:56,IP Address,97.107.203.186,100,445,True,2019-05-31 21:04:56,R_6DpK2ylfBbltkGt,,,,,33.7147064208984375,-112.2400970458984375,anonymous,EN,A2PXYI91KRJPCY,,,,,0,0,47.2,0,,,,,Stay away,16.793,58.278,67.635,6,Touch it,5.477,10.264,16.539,2,Bucket,9.499,24.323,28.684,3,Truck,5.563,10.533,12.297,3,Zupy,27.256,58.786,73.9,15,Daxy,7.725,25.653,30.651,5,Yes,No,Whether we can decipher meaning of a foreign word simply from the tone of voice?,,Three,40495,Incong,DenialDaxy|ProhTouch|DenialZupy|NonexiTruck|NonexiBucket|ProhAway,Bei|Sha
2019-05-31 20:57:44,2019-05-31 21:05:29,IP Address,67.149.206.53,100,465,True,2019-05-31 21:05:29,R_3HSN9kYHHE0zFyC,,,,,40.293792724609375,-83.07440185546875,anonymous,EN,A2RSG8IMB0ZOB5,,,,,,,,,83.792,91.697,92.968,4,Touch it,7.895,9.88,10.768,2,Touch it,16.086,17.847,19.28,2,Truck,6.838,18.234,19.401,5,Truck,11.948,27.389,28.892,3,Zupy,22.152,76.001,77.235,11,Zupy,9.608,14.708,16.256,3,No,Yes,The study may be about teaching a language to children.,,Three,355676,NoCue,DenialDaxy|NonexiBucket|ProhAway|NonexiTruck|DenialZupy|ProhTouch,Sha|Bei
2019-05-31 20:56:31,2019-05-31 21:05:36,IP Address,71.120.94.6,100,544,True,2019-05-31 21:05:36,R_bC4i6lkwCEcGelz,,,,,40.9799041748046875,-76.62290191650390625,anonymous,EN,A35Q5IFGH6QLPF,,,,,48.776,48.776,50.098,1,,,,,Stay away,16.272,18.536,19.538,2,Touch it,3.83,12.248,13.35,4,Truck,2.952,4.592,6.14,2,Bucket,2.016,3.444,4.612,2,Daxy,2.702,4.316,5.51,2,Daxy,2.882,9.512,10.768,2,no,yes,How child can pick up any language,,Three,632920,Incong,ProhTouch|ProhAway|DenialZupy|DenialDaxy|NonexiTruck|NonexiBucket,Bei|Sha
2019-05-31 20:59:33,2019-05-31 21:06:20,IP Address,76.101.148.141,100,406,True,2019-05-31 21:06:20,R_2dYN3CLgqpL3f1p,,,,,26.6681060791015625,-81.7646026611328125,anonymous,EN,AKVDK30EEV08C,0,0,46.217,0,,,,,,,,,Touch it,13.957,33.049,36.448,2,Stay away,7.418,10.015,13.971,2,Bucket,30.932,39.602,41.01,3,Truck,8.078,16.46,18.578,3,Daxy,17.677,31.741,32.905,2,Zupy,11.443,14.897,24.803,2,no,yes,Possibly something to do with people's ability to learn a foreign language.,,Three,198291,Cong,NonexiTruck|DenialDaxy|ProhTouch|NonexiBucket|ProhAway|DenialZupy,Sha|Bei
2019-05-31 21:00:47,2019-05-31 21:06:49,IP Address,99.8.11.13,100,362,True,2019-05-31 21:06:50,R_1K43D6L3NA9t2Oi,,,,,41.8957061767578125,-87.9434967041015625,anonymous,EN,AUUTN6SMMM4P1,,,,,,,,,0,0,69.21,0,Stay away,18.676,18.676,19.818,1,Touch it,10.493,13.262,14.619,3,Bucket,7.546,7.546,9.309,1,Truck,27.304,27.304,33.482,1,Zupy,13.139,18.731,19.948,2,Daxy,28.546,28.546,29.598,1,Yes,No,Learning language by association,,Three,193286,NoCue,NonexiBucket|DenialZupy|DenialDaxy|ProhTouch|ProhAway|NonexiTruck,Sha|Bei
2019-05-31 20:58:38,2019-05-31 21:07:32,IP Address,24.131.60.201,100,533,True,2019-05-31 21:07:32,R_20YvFtiQZK5WoQu,,,,,33.93719482421875,-84.0791015625,anonymous,EN,A2T675UCHNTSSW,,,,,,,,,6.667,6.667,84.14,1,Stay away,11.937,52.659,53.957,8,Touch it,11.912,14.657,17.872,2,Truck,2.146,25.771,27.194,4,Bucket,15.459,18.629,20.113,2,Daxy,14.803,31.964,33.063,4,Zupy,1.887,38.793,40.314,5,"no ",yes,Not sure.  Learning alien words by deduction?,,Three,327606,NoCue,ProhTouch|ProhAway|DenialZupy|NonexiTruck|NonexiBucket|DenialDaxy,Bei|Sha
2019-05-31 20:56:50,2019-05-31 21:08:50,IP Address,172.58.27.151,100,720,True,2019-05-31 21:08:51,R_2V7RE4QiBb4TG0D,,,,,33.924896240234375,-117.459197998046875,anonymous,EN,AD1ILDUXZHASF,,,,,,,,,0,0,328.188,0,Touch it,120.596,120.596,125.414,1,Touch it,0,0,1.185,0,Truck,0,0,8.974,0,Truck,0.813,4.403,4.869,2,Daxy,103.057,103.057,104.09,1,Zupy,0,0,4.253,0,stay,touch,abnormal learning,,Three,561676,NoCue,ProhTouch|DenialZupy|NonexiTruck|DenialDaxy|ProhAway|NonexiBucket,Bei|Sha
2019-05-31 21:12:07,2019-05-31 21:15:35,IP Address,173.23.42.244,100,208,True,2019-05-31 21:15:35,R_25HnBJRy6ogHkPa,,,,,42.097900390625,-89.08380126953125,anonymous,EN,ARWF605I7RWM7,10.42,10.42,38.708,1,,,,,,,,,Touch it,8.993,12.92,14.06,3,Stay away,4.613,4.613,5.996,1,Truck,4.936,4.936,8.065,1,Bucket,6.054,6.054,7.23,1,Daxy,18.355,26.587,27.358,3,Zupy,4.698,4.698,7.027,1,No,Yes,I am not sure?,"No comments. ",Three,784109,Cong,DenialDaxy|NonexiBucket|ProhTouch|ProhAway|NonexiTruck|DenialZupy,Bei|Sha
2019-05-31 21:12:55,2019-05-31 21:16:26,IP Address,72.209.132.145,100,210,True,2019-05-31 21:16:26,R_3rGRIu3Uw59xNVE,,,,,37.704803466796875,-97.363800048828125,anonymous,EN,A2QX3YJXAAHHVV,,,,,0,0,40.968,0,,,,,Touch it,21.584,23.569,24.721,2,Stay away,7.46,7.46,9.056,1,Truck,2.019,8.6,10.513,3,Bucket,10.842,12.003,13.282,2,Daxy,9.118,9.118,10.218,1,Zupy,6.433,6.433,8.925,1,No,Yes,Perceptions of inferred meaning,,Three,414745,Incong,ProhTouch|NonexiBucket|ProhAway|DenialDaxy|NonexiTruck|DenialZupy,Sha|Bei
2019-05-31 20:57:57,2019-05-31 21:19:25,IP Address,50.0.206.252,100,1288,True,2019-05-31 21:19:25,R_3QKuavyWUtoTTBs,,,,,37.8927001953125,-122.27610015869140625,anonymous,EN,A2OG8XRYJ56HS7,,,,,0,0,104.874,0,,,,,Stay away,7.787,11.058,14.847,2,Stay away,7.738,19.51,40.273,2,Truck,4.319,11.689,25.588,2,Bucket,5.854,17.996,19.112,3,Zupy,15.352,249.853,262.171,5,Daxy,6.775,9.078,10.609,3,"""Yes"" (but could be erroneous in response to an English query that the mother misunderstood)???","""No"" (but could be erroneous in response to an English query that the mother misunderstood)???",Evaluating respondents' use of provided clues to infer probable meanings of unfamiliar utterances?,"I was definitely confused by the clues, so I drew contradictory conclusions about the meanings of the response words ""sha"" and ""bei"". Seeing the mother smiling for ""sha"" and frowning for ""bei"", I imagined that they could mean ""yes"" and ""no"" respectively, but I thought the child's behavior seemed to contradict that? ... Then I imagined that the mother's responses could possibly be erroneous, if the mother (not knowing English) may have misunderstood the query words ""truck"" and ""bucket"". -- But if the query was about an attributive term in the mother's language (such as ""zupi""), then the mother's affirmative or negative response would likely be accurate. ... I was probably overthinking all this, and only succeeded in confusing myself.",Three,92609,Incong,DenialDaxy|ProhAway|NonexiBucket|ProhTouch|NonexiTruck|DenialZupy,Bei|Sha
2019-05-31 21:24:13,2019-05-31 21:32:45,IP Address,50.30.124.136,100,511,True,2019-05-31 21:32:45,R_1kFRX7wMSwgHm4h,,,,,36.8632965087890625,-87.48480224609375,anonymous,EN,A3ZWMVK6GNTJ8,0,0,46.572,0,,,,,,,,,Touch it,16.288,16.288,17.061,1,Touch it,11.667,11.667,17.757,1,Truck,13.863,13.863,17.08,1,Truck,9.718,9.718,10.928,1,Daxy,12.95,12.95,14.33,1,Zupy,41.237,42.692,43.986,2,yes,no,opinions,no,Three,255887,Cong,DenialZupy|ProhAway|NonexiTruck|NonexiBucket|ProhTouch|DenialDaxy,Sha|Bei
