StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,Proh_Cong_Time_First Click,Proh_Cong_Time_Last Click,Proh_Cong_Time_Page Submit,Proh_Cong_Time_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q110_First Click,Q110_Last Click,Q110_Page Submit,Q110_Click Count,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q122_First Click,Q122_Last Click,Q122_Page Submit,Q122_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTrTruck,NonexiTrTruckTime_First Click,NonexiTrTruckTime_Last Click,NonexiTrTruckTime_Page Submit,NonexiTrTruckTime_Click Count,NonexiTrBucket,NonexiTrBucketTime_First Click,NonexiTrBucketTime_Last Click,NonexiTrBucketTime_Page Submit,NonexiTrBucketTime_Click Count,DenialDaDaxy,DenialDaDaxyTime_First Click,DenialDaDaxyTime_Last Click,DenialDaDaxyTime_Page Submit,DenialDaDaxyTime_Click Count,DenialDaZupy,DenialDaZupyTime_First Click,DenialDaZupyTime_Last Click,DenialDaZupyTime_Page Submit,DenialDaZupyTime_Click Count,NonexiBuBucket,NonexiBuBucketTime_First Click,NonexiBuBucketTime_Last Click,NonexiBuBucketTime_Page Submit,NonexiBuBucketTime_Click Count,NonexiBuTruck,NonexiBuTruckTime_First Click,NonexiBuTruckTime_Last Click,NonexiBuTruckTime_Page Submit,NonexiBuTruckTime_Click Count,DenialZuZupy,DenialZuZupyTime_First Click,DenialZuZupyTime_Last Click,DenialZuZupyTime_Page Submit,DenialZuZupyTime_Click Count,DenialZuDaxy,DenialZuDaxyTime_First Click,DenialZuDaxyTime_Last Click,DenialZuDaxyTime_Page Submit,DenialZuDaxyTime_Click Count,Bei_meaning,Sha_meaning,catch,what about,improving,mTurkCode,Word,TrainingType,Emotions,Create New Field or Choose From Dropdown...,NEcounterbalance,DNcounterbalance
18/08/2019 13:29,18/08/2019 13:38,IP Address,136.53.97.38,100,498,TRUE,18/08/2019 13:38,R_1F4yiozgNoaVcwX,,,,,34.62339783,-86.46299744,anonymous,EN,A1J4N2SE30LCUH,,,,,,,,,,,,,,,,,0,0,100.516,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,14.902,39.641,42.14,2,Touch,11.123,12.117,13.735,2,Truck,23.13,26.294,28.144,2,Bucket,21.573,21.573,27.804,1,Zupy,36.12,78.804,81.737,2,Daxy,18.831,34.328,35.485,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,No idea.,Make it more understandable.,375548,original,Nonexi,Neutral,,truck,daxy
18/08/2019 13:31,18/08/2019 13:38,IP Address,105.112.66.92,100,446,TRUE,18/08/2019 13:38,R_wRbuLMvsmmCjE53,,,,,6.447402954,3.390304565,anonymous,EN,A2I0ANKY20XQRX,,,,,,,,,,,,,,,,,,,,,131.601,131.601,132.78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,9.044,9.044,10.419,1,Stay away,10.249,10.249,12.062,1,,,,,,,,,,,,,,,,,,,,,Bucket,20.183,47.575,49.963,3,Truck,10.035,10.035,17.062,1,Zupy,19.473,26.321,34.033,2,Daxy,9.317,9.317,10.314,1,Correct or agree,Incorrect or disagree,Three,Comprehension of foreign expressions,No. Thanks,901001,original,Nonexi,Incong,,bucket,zupy
18/08/2019 13:35,18/08/2019 13:38,IP Address,184.90.247.11,100,216,TRUE,18/08/2019 13:38,R_1i9GcHg6Bd6hSXc,,,,,28.52999878,-81.48069763,anonymous,EN,A36JTIZPOO2HO5,,,,,,,,,,,,,,,,,,,,,55.295,57.507,103.354,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,2.416,4.63,5.237,3,Stay away,2.046,7.648,8.172,4,Truck,2.786,4.258,5.128,3,Bucket,2.289,4.661,5.273,4,Zupy,1.901,4.668,5.302,4,Daxy,1.809,3.696,4.212,4,,,,,,,,,,,,,,,,,,,,,Stay away,Yes,Three,I do not know,No,26276,original,Nonexi,Incong,,truck,daxy
18/08/2019 13:34,18/08/2019 13:38,IP Address,207.224.23.223,100,263,TRUE,18/08/2019 13:38,R_3KHP1N7XxKzmHh1,,,,,44.99609375,-122.9123993,anonymous,EN,A1UNALD9RA0RA2,,,,,,,,,,,,,44.259,52.659,88.901,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,4.103,4.103,5.127,1,Stay away,7.544,8.161,9.053,2,Bucket,20.825,20.825,21.799,1,Truck,7.622,8.03,8.754,2,Daxy,3.726,3.726,5.646,1,Zupy,10.8,12.497,13.4,2,,,,,,,,,,,,,,,,,,,,,truck,yes,Three,How humans can understand a new language.,I feel like it is good as it is now.,832223,original,Nonexi,Cong,,truck,daxy
18/08/2019 13:32,18/08/2019 13:38,IP Address,75.133.63.192,100,369,TRUE,18/08/2019 13:38,R_3spPWseD5SKCeYd,,,,,43.58210754,-83.87809753,anonymous,EN,A3MYPYBVHX7FQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,97.863,0,,,,,,,,,,,,,Stay away,12.002,14.486,15.659,2,Touch,9.36,9.36,10.852,1,Bucket,24.838,36.172,37.427,2,Truck,14.142,14.142,15.453,1,Zupy,11.035,14.192,15.469,2,Daxy,9.508,9.508,10.71,1,,,,,,,,,,,,,,,,,,,,,no,yes,Three,I think it's about how quickly a person can pick up on basic elements of a new language.,,145260,cb,Nonexi,Incong,,truck,daxy
18/08/2019 13:34,18/08/2019 13:38,IP Address,98.244.82.108,100,236,TRUE,18/08/2019 13:38,R_8i6sXEh8NbHWWYN,,,,,37.38250732,-79.2181015,anonymous,EN,ACHZV6EH3HWTZ,,,,,,,,,,,,,,,,,,,,,0,0,107.433,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.661,4.661,5.893,1,Touch,11.251,11.251,12.219,1,Truck,8.952,18.016,22.433,2,Bucket,7.002,7.002,7.723,1,Zupy,5.277,7.301,8.382,3,Daxy,6.267,9.075,9.98,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,language learning,,61820,original,Nonexi,Incong,,truck,daxy
18/08/2019 13:35,18/08/2019 13:39,IP Address,73.196.96.101,100,214,TRUE,18/08/2019 13:39,R_3qwJCbdawWNdRwT,,,,,39.75050354,-75.33229828,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,66.866,0,,,,,,,,,,,,,Touch,5.367,5.367,6.61,1,Stay away,1.666,8.211,9.4,2,,,,,,,,,,,,,,,,,,,,,Bucket,15.477,15.477,16.769,1,Truck,8.372,8.372,9.589,1,Zupy,15.519,21.258,22.787,2,Daxy,1.308,6.829,8.005,2,yes,no ,Three,Understanding tone of voice,,610354,cb,Nonexi,Incong,,bucket,zupy
18/08/2019 13:33,18/08/2019 13:39,IP Address,99.132.235.202,100,345,TRUE,18/08/2019 13:39,R_xu5MTOKG655gRbP,,,,,41.58520508,-87.80590057,anonymous,EN,A3NKNOE5HIXXL,,,,,,,,,,,,,3.001,94.627,95.439,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,9.302,10.797,11.773,2,Stay away,6.988,9.343,10.211,4,Truck,5.346,28.137,29.077,4,Bucket,2.213,11.594,13.286,2,Daxy,9.381,12.89,13.729,3,Zupy,4.302,19.378,20.851,5,,,,,,,,,,,,,,,,,,,,,yes,no,Three,understanding yes and no in another language,"nope, it was interesting",209676,original,Nonexi,Cong,,truck,daxy
18/08/2019 13:30,18/08/2019 13:39,IP Address,173.22.23.45,100,573,TRUE,18/08/2019 13:39,R_swbfaNWjLBClZW9,,,,,31.57910156,-84.21379852,anonymous,EN,A24LB89P1BPKKF,,,,,,,,,,,,,0,0,83.088,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,11.819,11.819,13.167,1,Touch,20.114,26.658,28.142,2,,,,,,,,,,,,,,,,,,,,,Truck,21.409,22.416,23.741,2,Bucket,16.722,28.387,29.519,2,Zupy,29.324,40.34,41.347,2,Zupy,12.106,18.826,19.853,2,Touch,Don't touch,Three,Language Perception,,525177,original,Nonexi,Cong,,bucket,zupy
18/08/2019 13:34,18/08/2019 13:39,IP Address,73.28.98.172,100,310,TRUE,18/08/2019 13:39,R_3JgXnNZKp3PZiN6,,,,,26.55439758,-81.90209961,anonymous,EN,A38BQDB2WCKRC2,,,,,,,,,,,,,,,,,,,,,12.209,62.345,63.617,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,11.517,18.006,20.644,3,Touch,7.186,7.186,8.345,1,,,,,,,,,,,,,,,,,,,,,Truck,11.606,13.902,15.311,2,Bucket,8.243,9.57,10.464,2,Daxy,7.3,15.202,17.405,4,Zupy,5.185,6.345,9.183,2,No,Yes,Three,Tone,No,436001,original,Nonexi,Incong,,bucket,zupy
18/08/2019 13:30,18/08/2019 13:39,IP Address,73.27.20.112,100,551,TRUE,18/08/2019 13:39,R_Wd5boQ224mcYBrz,,,,,26.98269653,-82.1411972,anonymous,EN,AMARSQRPRZ3TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.453,113.93,115.06,5,,,,,,,,,,,,,,,,,Stay away,2.67,19.37,20.321,5,Touch,2.531,12.664,16.356,3,Bucket,2.619,69.52,70.304,6,Truck,3.039,28.943,33.646,4,Zupy,3.939,30.155,38.187,5,Zupy,6.161,26.312,32.431,3,,,,,,,,,,,,,,,,,,,,,In,Not,Three,Determining the meaning of words in a language you are not familiar with.,,375655,cb,Nonexi,Neutral,,truck,daxy
18/08/2019 13:36,18/08/2019 13:39,IP Address,151.197.173.44,100,222,TRUE,18/08/2019 13:39,R_SO9TnNdO6u8IHwl,,,,,39.93569946,-75.18319702,anonymous,EN,ASI6KXF2GAUTQ,,,,,,,,,,,,,0,0,88.185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,4.182,4.182,5.693,1,Stay away,7.039,7.039,8.714,1,Truck,5.409,5.409,8.304,1,Bucket,11.283,16.008,17.333,2,Daxy,2.953,7.348,8.406,2,Zupy,12.26,12.26,13.798,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,how people learn language,no,147904,original,Nonexi,Cong,,truck,daxy
18/08/2019 13:34,18/08/2019 13:40,IP Address,68.40.247.84,100,364,TRUE,18/08/2019 13:40,R_2feNcylfbyC6pk9,,,,,42.22900391,-84.41320038,anonymous,EN,A259UZJQOOVE4V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599,99.233,100.549,7,,,,,,,,,,,,,,,,,Stay away,3.745,22.845,23.598,5,Stay away,8.42,8.42,9.682,1,,,,,,,,,,,,,,,,,,,,,Truck,0.094,23.743,25.45,5,Bucket,13.21,14.777,15.681,2,Zupy,5.015,29.781,31.401,7,Daxy,0.672,17.578,18.834,4,bucket,stay away,Three,How we pick up on language maybe?,Not really. It was interesting but hard!,500288,cb,Nonexi,Neutral,,bucket,zupy
18/08/2019 13:35,18/08/2019 13:40,IP Address,63.155.123.81,100,316,TRUE,18/08/2019 13:40,R_cGdkkd0sdwgS2nT,,,,,44.0196991,-123.1007996,anonymous,EN,A13O647FD24R4V,,,,,,,,,,,,,,,,,47.262,93.477,96.363,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,6.757,6.757,8.874,1,Stay away,1.598,12.02,14.576,3,Truck,1.77,20.398,23.272,4,Bucket,6.058,11.206,13.722,3,Zupy,7.806,11.094,12.265,4,Daxy,14.414,53.885,55.214,3,,,,,,,,,,,,,,,,,,,,,touch,stay away,Three,learning language,no,10798,original,Nonexi,Neutral,,truck,daxy
18/08/2019 13:34,18/08/2019 13:40,IP Address,47.205.130.151,100,376,TRUE,18/08/2019 13:40,R_XXirWqbYk95axoJ,,,,,28.14900208,-82.04109955,anonymous,EN,A1Z3JC2PWOL1NY,,,,,,,,,,,,,,,,,0,0,99.892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,8.988,13.652,20.473,2,Touch,4.73,7.85,15.125,2,,,,,,,,,,,,,,,,,,,,,Truck,13.482,23.394,24.679,2,Bucket,20.131,30.371,40.346,2,Daxy,10.934,19.904,21.444,2,Zupy,7.609,14.625,16.094,2,no,yes,Three,if we can understand words by the inflection of the way it is spoken,"No, it was understandable once I saw the videos",425837,original,Nonexi,Neutral,,bucket,zupy
18/08/2019 13:34,18/08/2019 13:40,IP Address,173.169.184.41,100,358,TRUE,18/08/2019 13:40,R_3iDs5Gf77nL4Grz,,,,,27.98219299,-81.67060089,anonymous,EN,AX1THMSZHY80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,119.428,0,,,,,,,,,,,,,,,,,,,,,Touch,17.59,17.59,19.163,1,Stay away,6.597,6.597,8.915,1,,,,,,,,,,,,,,,,,,,,,Truck,12.613,12.613,13.992,1,Bucket,13.105,13.105,14.17,1,Zupy,31.1,31.1,34.863,1,Daxy,12.503,12.503,16.52,1,touch,stay away,Three,words of different language,Going over the words an additional time.,111067,cb,Nonexi,Cong,,bucket,zupy
18/08/2019 13:32,18/08/2019 13:40,IP Address,216.16.105.186,100,484,TRUE,18/08/2019 13:40,R_3OjgNCd1TSxPhb2,,,,,43.52290344,-96.78600311,anonymous,EN,A329VSQQ4IFB59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,97.127,0,,,,,,,,,,,,,Touch,15.121,15.121,16.241,1,Stay away,23.794,23.794,26.633,1,,,,,,,,,,,,,,,,,,,,,Bucket,37.345,44.688,47.009,2,Truck,28.451,28.451,30.171,1,Zupy,16.289,20.394,21.537,2,Zupy,12.247,32.096,39.312,2,yes,no,Three,Understanding languages by tone and facial expressions,no,181079,cb,Nonexi,Incong,,bucket,zupy
18/08/2019 13:37,18/08/2019 13:41,IP Address,70.134.39.78,100,235,TRUE,18/08/2019 13:41,R_1ImjPuhJD4tiXzn,,,,,33.65490723,-95.53939819,anonymous,EN,A31JM9RECQGYEX,,,,,,,,,,,,,,,,,,,,,0,0,91.479,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.859,4.859,6.022,1,Touch,3.749,4.932,6.081,2,,,,,,,,,,,,,,,,,,,,,Truck,5.495,5.495,6.622,1,Bucket,7.299,7.299,10.884,1,Daxy,3.704,5.301,6.502,2,Zupy,6.292,6.759,8.124,2,no,yes,Three,How people listen and precieve what they do not know.,none,431168,original,Nonexi,Incong,,bucket,zupy
18/08/2019 13:33,18/08/2019 13:41,IP Address,97.103.181.83,100,468,TRUE,18/08/2019 13:41,R_2z6GiFP6cBgBaDm,,,,,28.39030457,-80.60430145,anonymous,EN,A39J3Y8YVC6AIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.216,67.216,98.053,1,,,,,,,,,,,,,,,,,Touch,20.464,21.982,22.455,2,Stay away,11.562,11.562,12.301,1,,,,,,,,,,,,,,,,,,,,,Truck,9.339,31.981,33.098,2,Truck,6.523,14.575,16.096,2,Daxy,16.554,17.542,19.251,2,Zupy,20.636,54.316,60.218,4,yes,no,Three,interpretations,,514644,cb,Nonexi,Neutral,,bucket,zupy
18/08/2019 13:34,18/08/2019 13:41,IP Address,98.220.89.227,100,457,TRUE,18/08/2019 13:41,R_3hGFERrqhFq4IKy,,,,,42.25779724,-89.02610016,anonymous,EN, AA3I6BSPTQ96P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.655,127.021,152.538,4,,,,,,,,,,,,,Stay away,26.492,26.492,29.036,1,Touch,13.463,13.536,14.854,2,,,,,,,,,,,,,,,,,,,,,Truck,37.81,37.81,39.154,1,Bucket,13.536,13.575,14.936,2,Daxy,13.911,13.951,15.3,2,Zupy,22.193,22.193,24.265,1,no,yes,Three,about another language,no,706191,cb,Nonexi,Incong,,bucket,zupy
18/08/2019 13:36,18/08/2019 13:42,IP Address,68.117.91.183,100,345,TRUE,18/08/2019 13:42,R_1g2A5hc0udqmkoG,,,,,43.80130005,-91.21340179,anonymous,EN,A1YGF0LJJGB30G,,,,,,,,,,,,,,,,,52.512,107.479,108.185,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,5.408,8.728,11.037,3,Stay away,11.485,18.574,20.106,4,Truck,26.579,31.518,32.418,3,Bucket,5.372,12.206,13,4,Daxy,6.531,10.683,11.482,4,Zupy,5.539,11.881,14.56,3,,,,,,,,,,,,,,,,,,,,,"Yes, or positive","No, or negative",Three,i dont know,,282864,original,Nonexi,Neutral,,truck,daxy
18/08/2019 13:37,18/08/2019 13:42,IP Address,66.26.241.22,100,306,TRUE,18/08/2019 13:42,R_1gN05SM2sxZGEyM,,,,,35.86839294,-80.31500244,anonymous,EN,A14OGT1KU92YUJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.102,34.456,90.498,3,,,,,,,,,,,,,Stay away,4.415,4.415,5.273,1,Touch,10.51,10.51,13.306,1,Bucket,9.911,11.041,12.164,3,Truck,11.364,11.852,13.36,2,Zupy,10.519,10.973,11.801,2,Daxy,26.453,26.88,27.766,2,,,,,,,,,,,,,,,,,,,,,"No, or reverse",yes,Three,If we make sense of a language based off of actions.,no,245812,cb,Nonexi,Incong,,truck,daxy
18/08/2019 13:39,18/08/2019 13:42,IP Address,96.255.81.105,100,181,TRUE,18/08/2019 13:42,R_XBej4tWHmrvuZjP,,,,,39.08279419,-77.16739655,anonymous,EN,A3C0NQ2IP5FTZQ,,,,,,,,,,,,,,,,,15.276,72.364,85.045,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,2.746,4.478,4.834,2,Stay away,6.68,7.542,8.859,2,,,,,,,,,,,,,,,,,,,,,Bucket,2.719,4.853,5.054,2,Truck,2.221,4.229,4.534,2,Zupy,2.756,5.33,6.681,2,Daxy,2.976,4.69,5.319,3,yes,no,Three,I think it's about how people make decisions.,,845320,original,Nonexi,Neutral,,bucket,zupy
18/08/2019 13:37,18/08/2019 13:42,IP Address,201.123.239.10,100,308,TRUE,18/08/2019 13:42,R_ph3I1VmZgSa5BaF,,,,,19.18569946,-96.22149658,anonymous,EN,A1BVG13MHBM1YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82.332,0,,,,,,,,,,,,,,,,,Stay away,10.486,10.486,11.723,1,Touch,7.588,7.588,9.01,1,,,,,,,,,,,,,,,,,,,,,Bucket,6.145,11.617,12.862,2,Bucket,24.401,34.72,37.349,2,Zupy,6.756,6.756,10.906,1,Zupy,18.508,18.508,20.889,1,yes,no,Three,Study about learning a language,none,61489,cb,Nonexi,Neutral,,bucket,zupy
18/08/2019 13:38,18/08/2019 13:42,IP Address,64.121.103.120,100,230,TRUE,18/08/2019 13:42,R_2sbcrnTTiW02BKB,,,,,40.59950256,-75.376297,anonymous,EN,A30SNDM17SPI1A,,,,,,,,,,,,,1.674,84.03,84.723,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,3.776,4.831,5.377,3,Touch,2.173,6.742,8.144,3,,,,,,,,,,,,,,,,,,,,,Bucket,2.544,12.877,13.787,4,Bucket,1.016,9.587,11.858,4,Daxy,6.403,8.445,8.972,4,Zupy,5.687,29.279,30.045,10,no,yes,Three,how we perceive language ,,196031,original,Nonexi,Cong,,bucket,zupy
18/08/2019 13:30,18/08/2019 13:42,IP Address,199.115.101.178,100,744,TRUE,18/08/2019 13:42,R_3nxsfZF9M9zDEb4,,,,,39.75010681,-104.995697,anonymous,EN,A2AH0FADJ9PCE5,,,,,,,,,,,,,,,,,61.667,208.018,208.766,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.474,17.655,18.798,8,Touch,1.416,5.604,6.408,7,Bucket,45.501,93.201,95.494,24,Truck,10.419,10.644,11.817,2,Daxy,9.993,12.574,14.06,6,Daxy,3.946,4.168,4.947,2,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,Understanding people's knowledge of learning a new language. ,,343418,original,Nonexi,Neutral,,truck,daxy
18/08/2019 13:37,18/08/2019 13:42,IP Address,72.49.150.140,100,316,TRUE,18/08/2019 13:42,R_pL8EZSzvP2aLAf7,,,,,39.02619934,-84.44080353,anonymous,EN,AUAAHI7AUJ419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.932,72.654,106.857,33,,,,,,,,,,,,,,,,,,,,,Stay away,1.228,19.611,20.228,8,Touch,0.878,5.695,6.295,5,Bucket,0.777,9.565,10.111,6,Truck,1.837,27.436,28.494,12,Zupy,0.871,13.673,14.123,11,Daxy,0.81,9.902,10.359,8,,,,,,,,,,,,,,,,,,,,,no,yes,Three,facial expression and language,,463900,cb,Nonexi,Cong,,truck,daxy
18/08/2019 13:38,18/08/2019 13:43,IP Address,75.70.25.172,100,293,TRUE,18/08/2019 13:43,R_2w4vjnvvGY9NZkV,,,,,38.87680054,-104.8119965,anonymous,EN,A2MI81AXZJTWG5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,85.206,0,,,,,,,,,,,,,,,,,Stay away,4.558,4.558,6.061,1,Touch,5.076,6.077,8.268,2,Truck,6.451,14.098,15.337,2,Truck,12.771,22.362,23.37,2,Daxy,20.316,36.204,38.069,3,Zupy,5.089,8.817,11.535,2,,,,,,,,,,,,,,,,,,,,,touch,stay away,Three,understanding cantonese,none,860054,cb,Nonexi,Neutral,,truck,daxy
18/08/2019 13:38,18/08/2019 13:43,IP Address,174.26.238.63,100,254,TRUE,18/08/2019 13:43,R_2TubN87sSXO9311,,,,,33.39810181,-111.7850037,anonymous,EN,A35TWG9VW1MB5S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,154.845,0,,,,,,,,,,,,,,,,,,,,,Touch,3.683,3.683,4.398,1,Touch,9.31,9.31,10.284,1,,,,,,,,,,,,,,,,,,,,,Bucket,4.398,4.398,5.213,1,Bucket,4.655,4.655,5.401,1,Daxy,6.43,7.526,8.08,2,Zupy,4.745,4.745,5.812,1,yes,no,Three,language,"50 cents, come on",484701,cb,Nonexi,Cong,,bucket,zupy
18/08/2019 13:39,18/08/2019 13:44,IP Address,24.53.64.226,100,285,TRUE,18/08/2019 13:44,R_2CxiDZqaZ1JeN7Z,,,,,37.25450134,-79.12149811,anonymous,EN,A17OSPGV41FZ7P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,89.491,90.357,3,,,,,,,,,,,,,,,,,Stay away,2.372,4.108,4.713,3,Touch,4.598,5.594,6.544,2,Bucket,43.701,51.618,52.98,4,Truck,4.453,7.99,9.114,3,Zupy,2.538,15.39,16.236,6,Daxy,6.028,8.146,8.927,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,Aboout how fast we can learn a new word in a new language,,318362,cb,Nonexi,Neutral,,truck,daxy
18/08/2019 13:39,18/08/2019 13:44,IP Address,69.132.128.22,100,272,TRUE,18/08/2019 13:44,R_2rODq4Y75TEB7zH,,,,,35.28419495,-80.87190247,anonymous,EN,AD6JOGDEDAQ4U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.233,53.816,62.238,4,,,,,,,,,,,,,,,,,,,,,Touch,15.541,15.541,16.297,1,,0,0,10.357,0,Bucket,2.726,4.055,5.016,2,Bucket,5.09,6.847,10.998,2,Daxy,5.82,5.82,6.603,1,Daxy,0.724,0.724,1.702,1,,,,,,,,,,,,,,,,,,,,,I don't know. I wasn't able to figure this out.,"I don't know, I wasn't able to figure it out.",Three,It was very confusing. Also I clicled one of the buttons but I must have misclicked it. so It looks like I did not answer one of your questions. ,"I misclicked one of your buttons so it looks like i did not click anything, there was no back button to go back and fix it.",530530,cb,Nonexi,Cong,,truck,daxy
18/08/2019 13:37,18/08/2019 13:44,IP Address,174.58.25.22,100,394,TRUE,18/08/2019 13:44,R_3meqXzp6BqbIFjN,,,,,27.3269043,-82.54329681,anonymous,EN,A16HSMUJ7C7QA7,,,,,,,,,,,,,,,,,86.412,86.412,178.179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,7.184,7.184,8.325,1,Stay away,5.658,5.658,6.596,1,Truck,21.276,21.276,22.622,1,Bucket,8.113,8.113,8.927,1,Daxy,15.855,15.855,16.99,1,Zupy,6.936,6.936,8.292,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,"Not sure, maybe guessing meaning of words.",no,787443,original,Nonexi,Neutral,,truck,daxy
