StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,CongTime_First Click,CongTime_Last Click,CongTime_Page Submit,CongTime_Click Count,IncongTime_First Click,IncongTime_Last Click,IncongTime_Page Submit,IncongTime_Click Count,NoCueTime_First Click,NoCueTime_Last Click,NoCueTime_Page Submit,NoCueTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,NonexiBucket,NonexiBucketTime_First Click,NonexiBucketTime_Last Click,NonexiBucketTime_Page Submit,NonexiBucketTime_Click Count,NonexiTruck,NonexiTruckTime_First Click,NonexiTruckTime_Last Click,NonexiTruckTime_Page Submit,NonexiTruckTime_Click Count,DenialZupy,DenialZupyTime_First Click,DenialZupyTime_Last Click,DenialZupyTime_Page Submit,DenialZupyTime_Click Count,DenialDaxy,DenialDaxyTime_First Click,DenialDaxyTime_Last Click,DenialDaxyTime_Page Submit,DenialDaxyTime_Click Count,Sha,Bei,StudyGoal,comment,catch,mTurkCode,FL_13_DO,FL_9_DO,WordMeaning_DO
2019-05-31 18:40:19,2019-05-31 18:43:39,IP Address,72.216.100.208,100,200,True,2019-05-31 18:43:40,R_2YMnZKI5Fdm1pbc,,,,,33.6262054443359375,-112.0074005126953125,anonymous,EN,A2287HLNN9EZ56,,,,,,,,,8.088,36.322,37.186,3,Stay away,3.46,33.264,34.097,9,Touch it,4.919,9.393,10.226,3,Truck,5.002,6.237,7.643,2,Truck,1.141,10.913,11.984,4,Zupy,7.106,8.306,9.147,2,Daxy,2.788,8.881,9.688,4,No,Yes,Understanding language and contexts,,Three,768726,NoCue,ProhAway|NonexiTruck|DenialZupy|DenialDaxy|ProhTouch|NonexiBucket,Bei|Sha
2019-05-31 18:37:29,2019-05-31 18:44:27,IP Address,68.0.129.81,100,418,True,2019-05-31 18:44:27,R_3L7T9EDlZdFk1ip,,,,,33.27520751953125,-111.70819854736328125,anonymous,EN,A6QYRLVOO84PU,0,0,41.243,0,,,,,,,,,Stay away,11.839,11.839,14.775,1,Touch it,4.326,4.326,5.465,1,Bucket,5.982,5.982,7.276,1,Truck,7.408,11.864,13.315,2,Zupy,5.463,5.463,7.473,1,Daxy,20.267,20.267,23.029,1,yes,no,Understanding languages?,No,Three,140811,Cong,NonexiTruck|NonexiBucket|DenialDaxy|ProhAway|DenialZupy|ProhTouch,Sha|Bei
2019-05-31 18:37:48,2019-05-31 18:44:42,IP Address,24.211.26.202,100,414,True,2019-05-31 18:44:42,R_1fg8XH3fYUmOBDY,,,,,43.0500030517578125,-88.3972015380859375,anonymous,EN,A1DKVUTOBPQH11,,,,,0,0,45.057,0,,,,,Touch it,6.883,6.883,14.888,1,Stay away,4.33,6.809,12.245,2,Truck,8.682,10.731,13.734,2,Bucket,12.617,15.164,17.499,3,Daxy,11.737,39.93,41.104,3,Zupy,3.899,5.363,6.624,2,no,yes,"It might have something to do with ""how"" people say things and how one would interpret it, rather than actually knowing what the word itself might mean.",N/A - Thanks,Three,982147,Incong,DenialZupy|NonexiTruck|DenialDaxy|ProhAway|ProhTouch|NonexiBucket,Bei|Sha
2019-05-31 18:36:19,2019-05-31 18:45:31,IP Address,100.37.37.25,100,552,True,2019-05-31 18:45:32,R_1IFsZstPC0o7Uf1,,,,,40.5467987060546875,-74.18039703369140625,anonymous,EN,A2OEH60JF5MCOM,,,,,,,,,0,0,98.188,0,Touch it,8.089,9.479,11.187,2,Stay away,14.641,14.641,15.85,1,Truck,1.034,39.993,43.756,4,Bucket,6.008,12.001,15.975,2,Daxy,4.487,22.804,24.407,3,Zupy,8.519,8.519,9.749,1,no,yes,"If someone can understand just from tone and just ""how"" something sounds, they can be interpreted the word as a yes or no.

Im sum, This would being able to understand the language just by tone and sounding of the word",Thank you good luck with study,Three,204884,NoCue,NonexiBucket|ProhTouch|DenialDaxy|DenialZupy|ProhAway|NonexiTruck,Sha|Bei
2019-05-31 18:36:14,2019-05-31 18:45:50,IP Address,71.237.59.12,100,576,True,2019-05-31 18:45:51,R_29m42Cj7UaI16xw,,,,,39.8675994873046875,-104.97280120849609375,anonymous,EN,A6JKKANO7F4KD,,,,,,,,,0,0,47.194,0,Stay away,7.518,15.561,17.411,2,Touch it,7.335,7.437,12.867,2,Bucket,10.497,10.497,11.619,1,Truck,31.328,35.29,36.776,3,Zupy,5.038,7.74,9.198,2,Daxy,15.593,15.593,17.107,1,yes,no,I couldn't tell,none,Three,423625,NoCue,NonexiTruck|NonexiBucket|DenialDaxy|ProhAway|DenialZupy|ProhTouch,Sha|Bei
2019-05-31 18:42:11,2019-05-31 18:46:41,IP Address,70.185.107.87,100,269,True,2019-05-31 18:46:41,R_3IazC1N8k7fuxm5,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,A2EI9E6EBZEZO1,0,0,44.356,0,,,,,,,,,Stay away,15.475,15.475,20.08,1,Touch it,14.634,24.37,27.126,2,Bucket,5.869,9.326,10.347,2,Truck,19.273,19.273,22.536,1,Zupy,7.082,7.082,9.062,1,Daxy,5.687,9.223,10.428,3,Yes,No,I don't know.,"No, thank you.",Three,692033,Cong,ProhTouch|NonexiTruck|DenialZupy|NonexiBucket|ProhAway|DenialDaxy,Sha|Bei
2019-05-31 18:35:30,2019-05-31 18:48:35,IP Address,71.45.116.226,100,784,True,2019-05-31 18:48:35,R_2TGXLipWc9XSlh6,,,,,33.5886993408203125,-86.7649993896484375,anonymous,EN,A3PTO0DMF57GDG,0,0,378.403,0,,,,,,,,,Stay away,4.112,13.024,14.363,3,Stay away,7.419,7.419,8.82,1,Truck,12.9,30.124,31.166,3,Truck,9.733,24.844,25.664,4,Zupy,7.038,9.228,10.512,2,Daxy,14.291,16.26,17.194,3,girl,boy,who item is these,no,Three,193951,Cong,DenialDaxy|DenialZupy|NonexiBucket|NonexiTruck|ProhAway|ProhTouch,Bei|Sha
2019-05-31 18:35:55,2019-05-31 18:49:52,IP Address,23.29.3.115,100,836,True,2019-05-31 18:49:52,R_e9emerxVzP0aPJv,,,,,37.072601318359375,-119.4571990966796875,anonymous,EN,A3FEV35DM1GZF0,,,,,0,0,44.949,0,,,,,Touch it,74.115,75.149,77.488,2,Stay away,20.561,20.561,22.363,1,Truck,13.494,13.494,15.151,1,Bucket,38.573,42.89,44.908,2,Daxy,9.258,12.996,14.752,2,Daxy,4.443,5.292,6.427,2,"I hope I didnt mix them up, but I think Sha means Yes.",I think Bei means No.,Ability to understand basic instructions/communication with someone who does not speak a language you understand. Watching body language. Ability to remember/keep your attention.,Not at this time - very interesting survey! Thank you.,Three,554153,Incong,ProhAway|NonexiBucket|ProhTouch|DenialZupy|DenialDaxy|NonexiTruck,Sha|Bei
2019-05-31 18:35:28,2019-05-31 18:50:49,IP Address,162.196.83.179,100,921,True,2019-05-31 18:50:50,R_cCmu4lrqy6ui3dv,,,,,33.6526947021484375,-117.59529876708984375,anonymous,EN,AF3FRMNPFKEG3,,,,,0,0,806.374,0,,,,,Touch it,4.67,5.307,5.984,2,Stay away,10.762,14.297,14.91,3,Bucket,3.032,3.032,3.656,1,Bucket,3.884,4.616,5.14,2,Daxy,4.084,4.706,5.332,2,Zupy,1.452,5.113,6.127,3,no,yes,,,Three,503000,Incong,ProhTouch|DenialZupy|ProhAway|NonexiTruck|NonexiBucket|DenialDaxy,Bei|Sha
2019-05-31 18:41:13,2019-05-31 18:51:25,IP Address,71.230.124.130,100,612,True,2019-05-31 18:51:26,R_3GdLCLdzPFrJ5yj,,,,,39.9340057373046875,-75.160003662109375,anonymous,EN,A1VR49TB3Q4BV8,,,,,,,,,0,0,44.054,0,Stay away,1.288,1.883,2.899,3,Stay away,0.859,1.397,2.165,2,Truck,1.652,2.35,3.149,3,Truck,7.663,13.52,15.463,3,Daxy,1.072,2.546,3.254,7,Daxy,1.062,1.551,2.367,3,yes,no,,,Three,217075,NoCue,NonexiTruck|DenialZupy|ProhAway|ProhTouch|NonexiBucket|DenialDaxy,Sha|Bei
2019-05-31 18:37:57,2019-05-31 18:51:31,IP Address,42.111.246.105,100,814,True,2019-05-31 18:51:32,R_1CrtySBaQZ9YqT1,,,,,11.25,75.766693115234375,anonymous,EN,A27NBGO9FXJS8Q,0,0,41.398,0,,,,,,,,,Touch it,4.3,4.3,13.83,1,Touch it,9.221,11.427,11.873,3,Bucket,12.118,12.118,13.128,1,Truck,17.137,17.137,19.9,1,Zupy,6.434,6.434,7.382,1,Daxy,4.927,7.655,8.944,3,YES,NO,NO IDEA,NONE,Three,495654,Cong,NonexiTruck|NonexiBucket|DenialZupy|ProhTouch|ProhAway|DenialDaxy,Sha|Bei
2019-05-31 18:50:02,2019-05-31 18:52:05,IP Address,65.24.184.141,100,122,True,2019-05-31 18:52:05,R_3RqFX35UVRcmemk,,,,,39.3379974365234375,-82.98600006103515625,anonymous,EN,ASAAL9165IX44,11.567,11.567,37.512,1,,,,,,,,,Stay away,3.345,5.294,5.57,3,Stay away,3.197,3.197,4.245,1,Bucket,5.445,6.532,6.991,2,Bucket,4.239,4.692,5.25,2,Zupy,1.445,1.445,4.422,1,Daxy,15.709,16.331,19.399,2,yes,no,idk,,Three,11653,Cong,DenialDaxy|ProhAway|NonexiBucket|DenialZupy|NonexiTruck|ProhTouch,Bei|Sha
2019-05-31 18:50:30,2019-05-31 18:53:05,IP Address,96.249.155.248,100,154,True,2019-05-31 18:53:05,R_25uPdwdrwrW3GpY,,,,,40.274993896484375,-76.80390167236328125,anonymous,EN,A2R0YYUAWNT7UD,,,,,9.406,9.406,39.198,1,,,,,Touch it,7.028,8.331,9.768,2,Stay away,4.433,11.741,16.537,2,Bucket,8.408,12.121,14.001,2,Bucket,2.916,10.782,11.569,2,Daxy,1.18,3.98,5.078,3,Zupy,3.323,6.161,7.291,2,yes,no,I have no idea,,Three,98112,Incong,NonexiBucket|ProhTouch|NonexiTruck|ProhAway|DenialZupy|DenialDaxy,Bei|Sha
2019-05-31 18:48:19,2019-05-31 18:53:21,IP Address,104.172.130.54,100,301,True,2019-05-31 18:53:21,R_3qHyDDh2flvlnUJ,,,,,34.21490478515625,-119.1761016845703125,anonymous,EN,A36KQFLIXQTAQ,,,,,,,,,0,0,72.59,0,Stay away,3.432,8.536,10.344,2,Touch it,2.874,5.867,6.762,4,Bucket,10.773,20.077,21.106,2,Truck,2.794,3.694,4.671,2,Zupy,4.268,5.995,11.391,2,Daxy,3.347,3.347,4.038,1,Yes,No,Learning new languages,,Three,214081,NoCue,NonexiBucket|DenialZupy|DenialDaxy|ProhAway|ProhTouch|NonexiTruck,Bei|Sha
2019-05-31 18:51:19,2019-05-31 18:57:41,IP Address,98.234.127.141,100,382,True,2019-05-31 18:57:41,R_2UWOu85OaIopBV4,,,,,37.372894287109375,-121.8560028076171875,anonymous,EN,A1QYGPU1NDUMWW,,,,,0,0,41.706,0,,,,,Stay away,8.634,9.67,11.371,3,Touch it,11.925,28.892,34.763,4,Bucket,13.948,35.611,36.639,2,Truck,3.345,11.254,11.659,6,Zupy,9.26,14.721,16.253,3,Zupy,3.4,7.338,8.655,4,"I think Sha means i'm not sure. ","I think it means sure. ","Study on learning a language. ",,Three,295891,Incong,ProhTouch|ProhAway|DenialZupy|NonexiBucket|DenialDaxy|NonexiTruck,Bei|Sha
2019-05-31 18:42:22,2019-05-31 18:58:17,IP Address,68.40.150.60,100,955,True,2019-05-31 18:58:18,R_p6N8xZr2rp4cR0d,,,,,42.3574981689453125,-83.2162017822265625,anonymous,EN,ABXI04K7467QI,,,,,,,,,0,0,83.746,0,Stay away,7.111,8.729,10.29,2,Touch it,5.263,8.717,9.783,2,Bucket,14.358,27.172,29.282,3,Truck,5.286,8.848,10.077,2,Zupy,4.444,12.081,13.026,2,Daxy,4.975,12.491,13.484,2,Yes,No,Understanding different languages even though you do not speak that language.,The player was no all the way visible had to press the 3 dots for playback.,Three,905838,NoCue,NonexiBucket|DenialDaxy|NonexiTruck|ProhAway|ProhTouch|DenialZupy,Sha|Bei
2019-05-31 18:55:25,2019-05-31 18:58:24,IP Address,108.213.140.246,100,179,True,2019-05-31 18:58:25,R_29jkHgKa9a4BUH6,,,,,29.8737945556640625,-95.5233001708984375,anonymous,EN,A3F51C49T9A34D,0,0,39.05,0,,,,,,,,,Stay away,12.784,12.784,15.117,1,Touch it,5.342,5.342,7.526,1,Bucket,9.102,9.102,11.233,1,Truck,5.484,5.484,7.073,1,Zupy,4.245,4.245,6.855,1,Daxy,23.309,24.824,29.059,2,yes,no,perception,,Three,761301,Cong,DenialDaxy|ProhAway|NonexiBucket|ProhTouch|NonexiTruck|DenialZupy,Sha|Bei
2019-05-31 18:40:17,2019-05-31 18:59:34,IP Address,24.102.82.143,100,1157,True,2019-05-31 18:59:34,R_1JRBa4YdgHdaSUu,,,,,40.7436065673828125,-73.921600341796875,anonymous,EN,A1UNBT94I82S8V,0,0,69.618,0,,,,,,,,,Stay away,4.945,8.946,9.901,4,Touch it,12.272,21.115,22.196,5,Bucket,5.364,9.016,9.765,2,Truck,5.508,55.383,56.519,2,Zupy,5.722,9.299,10.542,3,Daxy,4.61,12.893,13.835,4,Yes,No,I think this study is about paying attention to a video and learning a couple of new words.,"This study was very fun, I enjoyed it. Thanks!",Three,35963,Cong,ProhTouch|NonexiTruck|DenialZupy|DenialDaxy|ProhAway|NonexiBucket,Bei|Sha
2019-05-31 18:54:31,2019-05-31 19:01:36,IP Address,97.96.19.64,100,424,True,2019-05-31 19:01:36,R_1LZoYbpzs4YkhSh,,,,,28.0762939453125,-82.485198974609375,anonymous,EN,A235DXY5FJN0IW,,,,,0,0,58.116,0,,,,,Touch it,0.462,0.462,0.887,1,Touch it,1.103,2.806,3.794,3,Bucket,1.181,1.799,2.101,2,Truck,0.209,1.816,2.798,5,Zupy,0.477,24.845,24.882,8,Daxy,0.967,1.262,1.634,2,No danger,Danger,Opinion of objects,,Three,781222,Incong,DenialZupy|DenialDaxy|ProhTouch|NonexiTruck|ProhAway|NonexiBucket,Bei|Sha
2019-05-31 18:57:30,2019-05-31 19:01:43,IP Address,96.32.146.229,100,252,True,2019-05-31 19:01:43,R_3qrm8Tv3WJY3U6J,,,,,33.976104736328125,-83.36319732666015625,anonymous,EN,AB5T5XCK2ZD47,,,,,,,,,0,0,41.868,0,Touch it,15.661,22.692,24.562,2,Touch it,5.064,9.608,11.415,2,Bucket,3.471,5.104,6.649,2,Truck,9.845,18.917,19.999,2,Zupy,4.116,6.332,7.861,2,Daxy,4.749,9.318,9.786,3,no,yes,how people interpret verbal signals,,Three,179116,NoCue,ProhAway|NonexiTruck|DenialDaxy|DenialZupy|ProhTouch|NonexiBucket,Bei|Sha
2019-05-31 18:57:09,2019-05-31 19:02:14,IP Address,76.182.201.159,100,305,True,2019-05-31 19:02:14,R_3nk0kvDWMf5ZU1d,,,,,29.4102020263671875,-100.8932037353515625,anonymous,EN,AVSLRTQLC2XK4,,,,,,,,,0,0,40.361,0,Touch it,0.65,3.88,4.847,4,Touch it,3.165,3.165,4.194,1,Bucket,3.376,6.212,7.331,4,Truck,30.164,40.634,40.931,4,Zupy,14.603,17.861,18.69,3,Daxy,1.689,5.31,6.168,4,zupy,daxy,Learning about words,,Three,63182,NoCue,NonexiTruck|NonexiBucket|DenialDaxy|ProhTouch|DenialZupy|ProhAway,Bei|Sha
2019-05-31 18:55:43,2019-05-31 19:05:47,IP Address,72.94.170.198,100,604,True,2019-05-31 19:05:48,R_3nVMhoYrG3p8zLD,,,,,39.8520050048828125,-75.500701904296875,anonymous,EN,AA4O2W236E3FW,,,,,14.356,40.872,44.881,2,,,,,Touch it,1.234,6.688,7.559,3,Stay away,6.724,7.547,8.394,2,Bucket,2.947,7.721,9.295,5,Bucket,1.438,56.996,58.507,15,Daxy,0.808,6.903,8.201,3,Zupy,2.608,7.494,8,5,yes,no,Not really sure.,No.,Three,939951,Incong,ProhTouch|DenialDaxy|ProhAway|DenialZupy|NonexiBucket|NonexiTruck,Bei|Sha
2019-05-31 19:12:27,2019-05-31 19:15:15,IP Address,70.229.208.176,100,167,True,2019-05-31 19:15:16,R_6myldknxygHz0w9,,,,,38.024993896484375,-121.2971954345703125,anonymous,EN,A1T9XW8SNUDDY7,50.721,51.354,52.272,2,,,,,,,,,Stay away,4.263,4.263,8.967,1,Stay away,5.828,7.025,8.064,2,Truck,5.242,12.242,15.057,2,Bucket,3.154,3.154,6.809,1,Zupy,2.957,2.957,4.366,1,Zupy,3.125,4.612,5.607,2,yes,no,"how people understand languages ",,Three,14719,Cong,NonexiBucket|ProhTouch|NonexiTruck|DenialDaxy|ProhAway|DenialZupy,Sha|Bei
2019-05-31 19:13:12,2019-05-31 19:17:37,IP Address,74.74.73.244,100,265,True,2019-05-31 19:17:38,R_AHElLMS7sVqzUYh,,,,,42.327392578125,-77.65689849853515625,anonymous,EN,AH4PAN1I2QEFN,0,0,43.667,0,,,,,,,,,Touch it,22.938,22.938,23.55,1,Touch it,0.661,2.949,3.712,2,Bucket,1.725,2.105,3.226,2,Truck,6.073,7.614,8.012,2,Zupy,6.673,6.673,8.4,1,Daxy,13.964,13.964,16.218,1,Yes,No,I dont know,,Three,643592,Cong,ProhAway|DenialZupy|ProhTouch|DenialDaxy|NonexiTruck|NonexiBucket,Bei|Sha
2019-05-31 19:16:54,2019-05-31 19:19:44,IP Address,65.26.249.23,100,170,True,2019-05-31 19:19:44,R_3Nw7E06S9S3F34S,,,,,42.9510040283203125,-87.94370269775390625,anonymous,EN,A26U3I04KNBNLK,,,,,0,0,39.355,0,,,,,Touch it,6.992,6.992,7.896,1,Stay away,8.105,9.773,10.489,2,Truck,18.246,18.246,19.556,1,Bucket,13.945,16.003,16.649,2,Daxy,7.358,8.184,8.9,2,Zupy,4.329,5.427,6.283,3,No,Yes,Determining patterns in language,,Three,921655,Incong,NonexiTruck|ProhTouch|DenialZupy|ProhAway|NonexiBucket|DenialDaxy,Bei|Sha
2019-05-31 18:46:28,2019-05-31 19:20:26,IP Address,141.157.225.222,100,2037,True,2019-05-31 19:20:26,R_vTapk6LUSVMhnd7,,,,,40.62860107421875,-73.93900299072265625,anonymous,EN,A90G0G4SJ26BM,,,,,,,,,0,0,37.901,0,Stay away,2.954,16.155,18.395,3,Touch it,6.81,12.463,14.346,4,Bucket,1.468,16.067,18.546,3,Truck,3.415,19.759,21.3,4,Zupy,5.213,10.427,12.101,3,Daxy,2.783,10.867,12.286,2,yes,no,no idea,,Three,824091,NoCue,NonexiTruck|DenialDaxy|ProhAway|ProhTouch|NonexiBucket|DenialZupy,Bei|Sha
2019-05-31 19:17:45,2019-05-31 19:23:52,IP Address,68.4.192.232,100,366,True,2019-05-31 19:23:52,R_096diwZoRwmM19f,,,,,33.61279296875,-117.662200927734375,anonymous,EN,A1HKCTDOTL6C9I,0,0,58.894,0,,,,,,,,,Stay away,3.296,5.741,8.477,2,Touch it,6.261,17.547,20.997,2,Bucket,58.016,89.412,90.747,3,Truck,3.639,5.794,9.582,2,Zupy,9.865,13.142,21.422,2,Daxy,3.139,6.197,11.476,2,"I think Sha means ""YES.""","I think Bei means ""NO.""",I think this study was looking to see if we could interpret a foreign unknown language just from some cues presented.,Thank you.,Three,945925,Cong,NonexiBucket|ProhTouch|DenialZupy|DenialDaxy|ProhAway|NonexiTruck,Sha|Bei
